學年度,設立別 ,學校類別,學校代碼,學校名稱,"日間/
進修",學制,"新生
註冊率","系所招生
特色說明",,
105,公立,一般大學,19,國立高雄大學,日,碩士班,89.77,一、本校共有西洋語文學系、創意設計與建築學系、運動健康與休閒學系、法律系、政治法律學系、財經法律學系、亞太工商管理學系、應用經濟學系、金融管理學系、資訊管理學系、經營管理研究所、國際商業管理碩士學位學程（IMBA）、統計學研究所、應用數學系、應用化學系、應用物理學系、生命科學系、電機工程學系、土木與環境工程學系、化學工程及材料工程學系、資訊工程學系等系所招收碩士班，招生人數共270名。 二、歡迎有興趣報名者，可自本校網頁http://admissions.nuk.edu.tw/files/40-1017-136.php?Lang=zh-tw瀏覽相關訊息。,,
105,公立,一般大學,19,國立高雄大學,日,博士班,100,一、本校目前共有法學院、電機系、應數系招收博士班，招生人數共7名。 二、歡迎有興趣報名者，可自本校網頁http://admissions.nuk.edu.tw/files/40-1017-136.php?Lang=zh-tw瀏覽相關訊息。,,
105,公立,一般大學,19,國立高雄大學,職,碩士班,89.88,一、本校共有亞太工商管理學系、法律學系、政治法律學系、高階法律暨管理碩士在職專班（EMLBA）、高階經營管理碩士在職專班（EMBA）、創意設計與建築學系、運動健康與休閒學系、資訊工程學系、電機工程學系等系所招收碩士在職專班，招生人數共171名。 二、歡迎有興趣報名者，可自本校網頁http://admissions.nuk.edu.tw/files/40-1017-136.php?Lang=zh-tw瀏覽相關訊息。,,
105,公立,一般大學,19,國立高雄大學,職,二年制,97.1,一、本校目前共有政治法律學系、財經法律學系招收二年制在職專班學生，招生人數共70名，上課時間原則為平日晚上與假日。 二、歡迎有興趣報名者，可自本校網頁http://admissions.nuk.edu.tw/files/40-1017-136.php?Lang=zh-tw瀏覽相關訊息。,,
105,公立,一般大學,20,國立東華大學,日,學士班,95.35,為提升學生學習成效與就業競爭力，本校實施課程學程化，由各學系依其特色、定位將課程模組化，再結合不同模組形成學程，學生透過系統化、彈性的課程設計，不僅可進行深度學習，亦可依其興趣與能力自由跨修。藉由廣度的學習，提升跨領域能力及多元專長程，以契合就業需求。 本校鼓勵學士班成績優異學生提早修讀碩士班課程，並於考取碩士班後辦理學分抵免。不僅能減少學雜費及學分費支出，且只需五年即可學碩士位，讓學生在職場上擁有更多機會與優勢。 為面對國際潮流的挑戰、提昇國際視野與增廣國際交流，本校積極推動各項國際化業務，在校內，除了有400門英文授課課程與外語自學平台外，大一新生也可申請國際學士班，在全英語授課環境與外籍學生共同學習。此外，本校每年提供超過150個國際學生交換名額，透過交換學生計畫，學生藉由體驗不同文化，反思自己的學習模式，可對學生產生正向的學習效果。,,
105,公立,一般大學,20,國立東華大學,日,碩士班,79.97,本校的整體發展在於孕育科學與人文兼顧，傳統與創新具備的人才，不僅設立各類科系提供學生多元而完整的學習機會，並與國外知名大學合作，提供交換生合作計畫，培養同學國際觀與交流及生活經驗，提升個人價值及就業競爭力。本校目前共開設43個碩士班，師資群具有高昂的研究活力與專業的研究熱誠，歷年來執行多項科技部、教育部及產學合作研究計畫，開發具有特色及競爭力的研究題材，優質的研究環境可進行學術研究，創造優良之學術及產業成果。,,
105,公立,一般大學,20,國立東華大學,日,博士班,91.38,東華大學肩負培育國家高級人才之責任，致力於提升東臺灣學術及文化研究，是一所教學與研究並重的綜合型大學。本校擁有完備的學術體制及優秀的師資，結合東部地區人文地理特點及產業資源，共開設17個博士班（106學年度另新增設海洋生物研究所博士班）。本校博士班提供國際化、本土化、科技化、創新性的課程規劃，拓展學生跨領域整合能力，並積極地推展產學合作及各項科技部研究計畫，培養學生成為各類領域學術研究的領導者。,,
105,公立,一般大學,20,國立東華大學,職,碩士班,80.42,本校為東部第一所綜合大學，除教學及學術研究發展外，更期許帶動東部整體性發展，實現「東部產業發展」及「區域平衡」的目標。 在國際化與自由化的趨勢潮流下，就業環境面臨劇烈之變化，經營者需具備有國際宏觀之視野。我國之資源有限，面對國際市場之競爭，只有向上不斷的創新，才能創造與保持競爭優勢。 本校目前共開設14個碩士在職專班，提供彈性化、多元化的專業發展課程，希望學生由自身經驗來思考或推導出策略與要領，以落實抽象概念，結合理論與實務之知識，滿足各界專業需求，發展研究、革新潛能與行動力。,,
105,公立,一般大學,21,國立暨南國際大學,日,學士班,95.95,★本校目前設有人文、教育、管理、科技等四學院，計有20個學士班，106學年度招生名額共計964名，優質師資與學習環境是莘莘學子的最佳選擇。目前大學部招生管道除繁星甄選、個人申請及考試分發三種主要管道外，亦提供四技二專、運動績優單招、特殊選才（音樂）單招及原住民族專班等入學方式。 【多元國際交流機會】 本校和英國、美國、日本、澳洲、泰國、馬來西亞、越南等國數十所優秀大學簽署學術交流計畫，鼓勵學生參與各項交流活動；學校選送學生赴海外研修機會有：學海飛颺、學海惜珠、學海築夢及另有各系所辦理之海外研習交流、海外志工服務等活動。 【學士班獎助學金】 1.學士班新生入學獎學金：符合資格者，入學發給新台幣伍萬元獎學金。 2.南投縣高中優秀新生入學優待：符合資格者，得免繳在校四年全額學雜費。 3.另有其他多種獎助學金，請參閱http://www.student.ncnu.edu.tw/。,,
105,公立,一般大學,21,國立暨南國際大學,日,碩士班,59.65,★本校目前設有人文、教育、管理、科技等四學院，計有26個碩士班，106學年度招生名額共計512名，優質師資與學習環境是莘莘學子的最佳選擇。 ★目前本校碩士班招生管道分為甄試入學及考試入學，其中甄試入學於每年11-12月舉行，考試項目以書審及口試為主；考試入學於翌年2-3月舉行，考試項目以筆試為主。碩士班修業年限以一至四年為限；但在職進修研究生得酌予延長至多二年。學生修滿畢業學分、成績及格後，授予碩士學位。為鼓勵本校學士班優秀學生繼續就讀碩士班，本校各學系訂定「五年一貫」修讀學碩士學位之相關辦法。 ★另為照顧經濟弱勢學生升學應試，本校自106學年度起，各項招生考試報名費除針對低收入戶維持全免優待外，中低收入戶減免報名費60%。此外，本校訂有碩士班優秀學生獎勵辦法，凡符合獎勵規定者，最高可獲頒6萬元獎學金暨免收2年全額「學雜費基數」與「學分費」，以減輕學子負擔。,,
105,公立,一般大學,21,國立暨南國際大學,日,博士班,89.83,"★本校目前設有人文、教育、管理、科技等四學院，計有14個學士班，106學年度招生名額共計60名，優質師資與學習環境是莘莘學子的最佳選擇。目前博士班招生管道分為甄試入學及考試入學，其中甄試入學於每年11-12月舉行，考試項目以書審及口試為主；考試入學於翌年4-5月舉行，考試項目以筆試為主。 ★博士班修業年限以2 至7 年為限；但在職進修研究生得酌予延長至多2年。學生修滿畢業學分、成績及格後，授予博士學位。另為鼓勵本校學士班、碩士班優秀學生繼續就讀博士班，本校各學系訂定「逕修讀博士學位」之相關辦法。 ★此外，為照顧經濟弱勢學生升學應試，本校自106學年度起，各項招生考試報名費除針對低收入戶維持全免優待外，中低收入戶減免報名費60%。且為減輕學子負擔，報名2所以上在職專班者，第2所起優惠報名費為1,200元。",,
105,公立,一般大學,21,國立暨南國際大學,職,碩士班,94.74,★本校106學年度設有公共行政與政策學系碩士在職專班、東南亞學系碩士在職專班、非營利組織經營管理碩士學位學程在職專班、管理學院高階經營管理碩士學位學程在職專班、光電科技碩士學位學程在職專班、終身學習與人力資源發展碩士學位學程在職專班及教育學院心理健康與諮詢碩士學位學程在職專班 等7個碩士在職專班，招生名額共計182名，優質師資與學習環境是莘莘學子的最佳選擇。 ★目前本校碩士在職專班考試於翌年3月舉行，考試項目以書審及面試為主，免筆試。碩士班修業年限以一至四年為限；但在職進修研究生得酌予延長至多二年。學生修滿畢業學分、成績及格後，授予碩士學位。 ★此外，為促進高等教育國際化、強化學術交流，增進高等教育產業輸出、提升國際競爭力，本校亦於大陸開設「管理學院兩岸高階主管經營理境外碩士在職學位學程」及於新加坡開設「諮商心理與人力資源發展學系輔導與諮商新加坡境外碩士在職專班」。,,
105,公立,一般大學,28,國立臺北藝術大學,日,學士班,96.32,本校設有音樂學系、傳統音樂學系、美術學系、戲劇學系、劇場設計學系、舞蹈學系、電影創作學系、新媒體藝術學系與動畫學系共九個學系，招收高中畢業或具同等學力資格學生，修業年限均為四年。招生管道主要為本校單獨招生，此外，也有參加大學繁星推薦、大學個人申請以及四技二專甄選入學...等多元入學管道。,,
105,公立,一般大學,28,國立臺北藝術大學,日,碩士班,92.51,本校設有音樂學系碩士班、管絃與擊樂研究所碩士班、音樂學研究所碩士班、傳統音樂學系碩士班、美術學系碩士班（美術史組）、美術學系碩士班（創作組）、藝術跨域研究所碩士班、戲劇學系碩士班、劇場藝術創作研究所碩士班、劇場設計學系碩士班、舞蹈研究所碩士班（表演創作組）、舞蹈研究所碩士班（理論組）、電影創作學系碩士班（電影創作組）、電影創作學系碩士班（電影史與電影產業研究組）、新媒體藝術學系碩士班、藝術行政與管理研究所碩士班、建築與文化資產研究所碩士班、博物館研究所碩士班、藝術與人文教育研究所碩士班、文創產業國際藝術碩士學位學程共十七個碩士班，招收大學畢業獲學士學位或具同等學力資格學生，修業年限二到五年。招生管道為甄試入學及一般考試入學兩種管道，甄試入學招生考試於每年10月報名，11月考試，一般考試則於每年12月報名，隔年3月考試。,,
