,學年度,學期,設立別 ,學校類別,學校代碼,學校名稱,系所名稱,學制,校際選課人次
,103,1,公立,一般大學,6,國立中興大學,生物科技學研究所,博士班,5
,103,1,公立,一般大學,6,國立中興大學,分子生物學研究所,碩士班(日間),1
,103,1,公立,一般大學,6,國立中興大學,分子生物學研究所,博士班,1
,103,1,公立,一般大學,6,國立中興大學,化學系,博士班,2
,103,1,公立,一般大學,6,國立中興大學,物理學系,學士班(日間),1
,103,1,公立,一般大學,6,國立中興大學,應用數學系,學士班(日間),1
,103,1,公立,一般大學,6,國立中興大學,應用數學系,博士班,2
,103,1,公立,一般大學,6,國立中興大學,資訊管理學系,學士班(日間),1
,103,1,公立,一般大學,6,國立中興大學,資訊管理學系,碩士班(日間),3
,103,1,公立,一般大學,6,國立中興大學,電機工程學系,學士班(日間),4
,103,1,公立,一般大學,6,國立中興大學,電機工程學系,博士班,2
,103,1,公立,一般大學,6,國立中興大學,資訊科學與工程學系,學士班(日間),4
,103,1,公立,一般大學,6,國立中興大學,資訊科學與工程學系,碩士在職專班,9
,103,1,公立,一般大學,6,國立中興大學,資訊科學與工程學系中科碩士在職專班,碩士在職專班,4
,103,1,公立,一般大學,6,國立中興大學,資訊科學與工程學系,博士班,2
,103,1,公立,一般大學,6,國立中興大學,機械工程學系,學士班(日間),5
,103,1,公立,一般大學,6,國立中興大學,機械工程學系,博士班,1
,103,1,公立,一般大學,6,國立中興大學,生物產業機電工程學系,學士班(日間),6
,103,1,公立,一般大學,6,國立中興大學,生物產業機電工程學系,博士班,2
,103,1,公立,一般大學,6,國立中興大學,土木工程學系,學士班(日間),4
,103,1,公立,一般大學,6,國立中興大學,土木工程學系,碩士班(日間),2
,103,1,公立,一般大學,6,國立中興大學,土木工程學系,博士班,2
,103,1,公立,一般大學,6,國立中興大學,化學工程學系,博士班,2
,103,1,公立,一般大學,6,國立中興大學,材料科學與工程學系,學士班(日間),1
,103,1,公立,一般大學,6,國立中興大學,景觀與遊憩學士學位學程,學士班(日間),1
,103,1,公立,一般大學,6,國立中興大學,動物科學系,碩士班(日間),1
,103,1,公立,一般大學,6,國立中興大學,動物科學系,博士班,1
,103,1,公立,一般大學,6,國立中興大學,植物病理學系,學士班(日間),1
,103,1,公立,一般大學,6,國立中興大學,國際農企業學士學位學程,學士班(日間),1
,103,1,公立,一般大學,6,國立中興大學,食品暨應用生物科技學系,學士班(日間),1
,103,1,公立,一般大學,6,國立中興大學,食品暨應用生物科技學系,博士班,7
,103,1,公立,一般大學,6,國立中興大學,水土保持學系,學士班(日間),1
,103,1,公立,一般大學,6,國立中興大學,水土保持學系,碩士班(日間),1
,103,1,公立,一般大學,6,國立中興大學,水土保持學系,博士班,3
,103,1,公立,一般大學,6,國立中興大學,森林學系,博士班,3
,103,1,公立,一般大學,6,國立中興大學,獸醫學系,學士班(日間),2
,103,1,公立,一般大學,6,國立中興大學,獸醫學系,博士班,2
,103,1,公立,一般大學,6,國立中興大學,組織工程與再生醫學博士學位學程,博士班,1
,103,1,公立,一般大學,6,國立中興大學,運動與健康管理研究所,碩士班(日間),2
,103,1,公立,一般大學,7,國立交通大學,教育研究所,博士班,2
,103,1,公立,一般大學,7,國立交通大學,英語教學研究所,碩士班(日間),2
,103,1,公立,一般大學,7,國立交通大學,應用藝術研究所,碩士班(日間),1
,103,1,公立,一般大學,7,國立交通大學,應用藝術研究所,博士班,1
,103,1,公立,一般大學,7,國立交通大學,外國語文學系,學士班(日間),18
,103,1,公立,一般大學,7,國立交通大學,外國語文學系外國文學與語言學碩士班,碩士班(日間),10
,103,1,公立,一般大學,7,國立交通大學,人文社會學系,學士班(日間),5
,103,1,公立,一般大學,7,國立交通大學,人文社會學系族群與文化碩士班,碩士班(日間),1
,103,1,公立,一般大學,7,國立交通大學,亞際文化研究國際碩士學位學程(台灣聯合大學系統),碩士班(日間),3
,103,1,公立,一般大學,7,國立交通大學,社會與文化研究所,碩士班(日間),3
,103,1,公立,一般大學,7,國立交通大學,社會與文化研究所,博士班,7
,103,1,公立,一般大學,7,國立交通大學,傳播與科技學系,學士班(日間),2
,103,1,公立,一般大學,7,國立交通大學,管理學院企業管理碩士學位學程,碩士班(日間),1
,103,1,公立,一般大學,7,國立交通大學,管理科學系,學士班(日間),5
,103,1,公立,一般大學,7,國立交通大學,管理科學系,碩士班(日間),2
,103,1,公立,一般大學,7,國立交通大學,資訊管理與財務金融學系,學士班(日間),15
,103,1,公立,一般大學,7,國立交通大學,資訊管理與財務金融學系財務金融碩士班,碩士班(日間),3
,103,1,公立,一般大學,7,國立交通大學,科技管理研究所,碩士班(日間),2
,103,1,公立,一般大學,7,國立交通大學,生物科技學系,學士班(日間),9
,103,1,公立,一般大學,7,國立交通大學,生物科技學系,碩士班(日間),1
,103,1,公立,一般大學,7,國立交通大學,跨領域神經科學博士學位學程(台灣聯合大學系統),博士班,2
,103,1,公立,一般大學,7,國立交通大學,應用化學系,學士班(日間),2
,103,1,公立,一般大學,7,國立交通大學,應用化學系分子科學碩士班,碩士班(日間),1
,103,1,公立,一般大學,7,國立交通大學,物理研究所,碩士班(日間),5
,103,1,公立,一般大學,7,國立交通大學,電子物理學系,學士班(日間),15
,103,1,公立,一般大學,7,國立交通大學,電子物理學系,碩士班(日間),1
,103,1,公立,一般大學,7,國立交通大學,電子物理學系,博士班,2
,103,1,公立,一般大學,7,國立交通大學,加速器光源科技與應用碩士學位學程,碩士班(日間),2
,103,1,公立,一般大學,7,國立交通大學,應用數學系,學士班(日間),12
,103,1,公立,一般大學,7,國立交通大學,應用數學系數學建模與科學計算碩士班,碩士班(日間),1
,103,1,公立,一般大學,7,國立交通大學,應用數學系,碩士班(日間),13
,103,1,公立,一般大學,7,國立交通大學,應用數學系,博士班,3
,103,1,公立,一般大學,7,國立交通大學,統計學研究所,碩士班(日間),3
,103,1,公立,一般大學,7,國立交通大學,統計學研究所,博士班,2
,103,1,公立,一般大學,7,國立交通大學,多媒體工程研究所,碩士班(日間),1
,103,1,公立,一般大學,7,國立交通大學,電機工程學系,學士班(日間),13
,103,1,公立,一般大學,7,國立交通大學,電機工程學系,碩士班(日間),2
,103,1,公立,一般大學,7,國立交通大學,電子工程學系,學士班(日間),6
,103,1,公立,一般大學,7,國立交通大學,電子研究所,碩士班(日間),8
,103,1,公立,一般大學,7,國立交通大學,光電工程學系,碩士班(日間),1
,103,1,公立,一般大學,7,國立交通大學,資訊工程學系,學士班(日間),21
,103,1,公立,一般大學,7,國立交通大學,網路工程研究所,碩士班(日間),1
,103,1,公立,一般大學,7,國立交通大學,資訊科學與工程研究所,碩士班(日間),6
,103,1,公立,一般大學,7,國立交通大學,資訊科學與工程研究所,博士班,2
,103,1,公立,一般大學,7,國立交通大學,電信工程研究所,碩士班(日間),11
,103,1,公立,一般大學,7,國立交通大學,電信工程研究所,博士班,5
,103,1,公立,一般大學,7,國立交通大學,電控工程研究所,碩士班(日間),10
,103,1,公立,一般大學,7,國立交通大學,電控工程研究所,博士班,2
,103,1,公立,一般大學,7,國立交通大學,電機資訊學士班,學士班(日間),2
,103,1,公立,一般大學,7,國立交通大學,機械工程學系,學士班(日間),12
,103,1,公立,一般大學,7,國立交通大學,機械工程學系,碩士班(日間),38
,103,1,公立,一般大學,7,國立交通大學,機械工程學系,博士班,5
,103,1,公立,一般大學,7,國立交通大學,土木工程學系,學士班(日間),6
,103,1,公立,一般大學,7,國立交通大學,土木工程學系,碩士班(日間),9
,103,1,公立,一般大學,7,國立交通大學,材料科學與工程學系,學士班(日間),15
,103,1,公立,一般大學,7,國立交通大學,材料科學與工程學系,碩士班(日間),1
,103,1,公立,一般大學,7,國立交通大學,奈米科學及工程學士學位學程,學士班(日間),2
,103,1,公立,一般大學,7,國立交通大學,工業工程與管理學系,學士班(日間),7
,103,1,公立,一般大學,7,國立交通大學,工業工程與管理學系,碩士班(日間),1
,103,1,公立,一般大學,7,國立交通大學,環境工程研究所,碩士班(日間),2
,103,1,公立,一般大學,7,國立交通大學,環境工程研究所,博士班,3
,103,1,公立,一般大學,7,國立交通大學,生醫工程研究所,碩士班(日間),2
,103,1,公立,一般大學,7,國立交通大學,聲音與音樂創意科技碩士學位學程,碩士班(日間),2
,103,1,公立,一般大學,7,國立交通大學,運輸與物流管理學系,學士班(日間),4
,103,1,公立,一般大學,8,國立中央大學,學習與教學研究所,碩士班(日間),1
,103,1,公立,一般大學,8,國立中央大學,藝術學研究所,碩士班(日間),5
,103,1,公立,一般大學,8,國立中央大學,中國文學系,學士班(日間),2
,103,1,公立,一般大學,8,國立中央大學,中國文學系,碩士班(日間),9
,103,1,公立,一般大學,8,國立中央大學,中國文學系,博士班,2
,103,1,公立,一般大學,8,國立中央大學,英美語文學系,學士班(日間),20
,103,1,公立,一般大學,8,國立中央大學,哲學研究所,碩士班(日間),1
,103,1,公立,一般大學,8,國立中央大學,哲學研究所,博士班,5
,103,1,公立,一般大學,8,國立中央大學,亞際文化研究國際碩士學位學程(台灣聯合大學系統),碩士班(日間),4
,103,1,公立,一般大學,8,國立中央大學,經濟學系,學士班(日間),1
,103,1,公立,一般大學,8,國立中央大學,客家語文暨社會科學學系客家語文碩士班,碩士班(日間),1
,103,1,公立,一般大學,8,國立中央大學,客家語文暨社會科學學系客家社會文化碩士班,碩士班(日間),1
,103,1,公立,一般大學,8,國立中央大學,財務金融學系,學士班(日間),2
,103,1,公立,一般大學,8,國立中央大學,營建管理研究所,碩士班(日間),3
,103,1,公立,一般大學,8,國立中央大學,營建管理研究所,博士班,3
