學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別,修讀雙主修人次小計,修讀雙主修人次男,修讀雙主修人次女
106,2,公立,一般大學,0008,國立中央大學,02322006,中國文學系,學士班(日間),1,0,1
106,2,公立,一般大學,0008,國立中央大學,03111013,經濟學系,學士班(日間),10,2,8
106,2,公立,一般大學,0008,國立中央大學,03199020,客家語文暨社會科學學系,學士班(日間),2,0,2
106,2,公立,一般大學,0008,國立中央大學,04121024,財務金融學系,學士班(日間),3,0,3
106,2,公立,一般大學,0008,國立中央大學,04131023,企業管理學系,學士班(日間),19,9,10
106,2,公立,一般大學,0008,國立中央大學,05121031,生命科學系,學士班(日間),3,3,0
106,2,公立,一般大學,0008,國立中央大學,05311035,化學學系,學士班(日間),1,1,0
106,2,公立,一般大學,0008,國立中央大學,05321036,地球科學學系,學士班(日間),3,3,0
106,2,公立,一般大學,0008,國立中央大學,05322044,大氣科學學系,學士班(日間),2,2,0
106,2,公立,一般大學,0008,國立中央大學,05411051,數學系,學士班(日間),11,10,1
106,2,公立,一般大學,0008,國立中央大學,06131053,資訊管理學系,學士班(日間),21,13,8
106,2,公立,一般大學,0008,國立中央大學,06131059,資訊工程學系,學士班(日間),1,0,1
106,2,公立,一般大學,0008,國立中央大學,07141055,電機工程學系,學士班(日間),1,1,0
106,2,公立,一般大學,0008,國立中央大學,07141060,通訊工程學系,學士班(日間),2,1,1
106,2,公立,一般大學,0008,國立中央大學,07151064,機械工程學系,學士班(日間),8,5,3
106,2,公立,一般大學,0008,國立中央大學,07321067,土木工程學系,學士班(日間),2,0,2
106,2,公立,一般大學,0009,國立中山大學,02311006,外國語文學系,學士班(日間),13,0,13
106,2,公立,一般大學,0009,國立中山大學,02322005,中國文學系,學士班(日間),12,2,10
106,2,公立,一般大學,0009,國立中山大學,03141013,社會學系,學士班(日間),5,1,4
106,2,公立,一般大學,0009,國立中山大學,04121024,財務管理學系,學士班(日間),2,1,1
106,2,公立,一般大學,0009,國立中山大學,04131021,企業管理學系,學士班(日間),2,0,2
106,2,公立,一般大學,0009,國立中山大學,04134010,政治經濟學系,學士班(日間),9,7,2
106,2,公立,一般大學,0009,國立中山大學,05111033,生物科學系,學士班(日間),1,0,1
106,2,公立,一般大學,0009,國立中山大學,05323047,海洋科學系,學士班(日間),1,1,0
106,2,公立,一般大學,0009,國立中山大學,05331038,物理學系,學士班(日間),1,1,0
106,2,公立,一般大學,0009,國立中山大學,05411051,應用數學系,學士班(日間),2,0,2
106,2,公立,一般大學,0009,國立中山大學,06131052,資訊管理學系,學士班(日間),2,2,0
106,2,公立,一般大學,0009,國立中山大學,07122065,海洋環境及工程學系,學士班(日間),3,2,1
106,2,公立,一般大學,0009,國立中山大學,07141055,資訊工程學系,學士班(日間),2,2,0
106,2,公立,一般大學,0009,國立中山大學,07151061,機械與機電工程學系,學士班(日間),1,1,0
106,2,公立,一般大學,0012,國立臺灣海洋大學,02122005,海洋文創設計產業學士學位學程,學士班(日間),1,0,1
106,2,公立,一般大學,0012,國立臺灣海洋大學,04199055,海洋觀光管理學士學位學程,學士班(日間),10,4,6
106,2,公立,一般大學,0012,國立臺灣海洋大學,04199056,海洋經營管理學士學位學程,學士班(日間),26,12,14
106,2,公立,一般大學,0012,國立臺灣海洋大學,04212010,海洋法政學士學位學程,學士班(日間),1,0,1
106,2,公立,一般大學,0012,國立臺灣海洋大學,05121014,生命科學暨生物科技學系,學士班(日間),1,1,0
106,2,公立,一般大學,0012,國立臺灣海洋大學,05121018,海洋生物科技學士學位學程,學士班(日間),25,12,13
106,2,公立,一般大學,0012,國立臺灣海洋大學,05323020,海洋環境資訊系,學士班(日間),4,4,0
106,2,公立,一般大學,0012,國立臺灣海洋大學,06131028,資訊工程學系,學士班(日間),3,2,1
106,2,公立,一般大學,0012,國立臺灣海洋大學,07122040,河海工程學系,學士班(日間),1,1,0
106,2,公立,一般大學,0012,國立臺灣海洋大學,07122041,海洋工程科技學士學位學程,學士班(日間),5,2,3
106,2,公立,一般大學,0012,國立臺灣海洋大學,07141025,電機工程學系,學士班(日間),1,1,0
106,2,公立,一般大學,0012,國立臺灣海洋大學,07163035,輪機工程學系,學士班(日間),2,0,2
106,2,公立,一般大學,0012,國立臺灣海洋大學,07211042,食品科學系,學士班(日間),1,0,1
106,2,公立,一般大學,0012,國立臺灣海洋大學,08311045,環境生物與漁業科學學系,學士班(日間),6,3,3
106,2,公立,一般大學,0012,國立臺灣海洋大學,08312046,水產養殖學系,學士班(日間),3,1,2
106,2,公立,一般大學,0012,國立臺灣海洋大學,10411050,運輸科學系,學士班(日間),2,0,2
106,2,公立,一般大學,0012,國立臺灣海洋大學,10412048,航運管理學系,學士班(日間),4,3,1
106,2,公立,一般大學,0013,國立中正大學,01112005,成人及繼續教育學系,學士班(日間),21,5,16
106,2,公立,一般大學,0013,國立中正大學,02221015,歷史學系,學士班(日間),30,11,19
106,2,公立,一般大學,0013,國立中正大學,02231016,哲學系,學士班(日間),65,20,45
106,2,公立,一般大學,0013,國立中正大學,02311012,外國語文學系,學士班(日間),19,2,17
106,2,公立,一般大學,0013,國立中正大學,02322011,中國文學系,學士班(日間),20,1,19
106,2,公立,一般大學,0013,國立中正大學,03111017,經濟學系,學士班(日間),13,3,10
106,2,公立,一般大學,0013,國立中正大學,03121018,政治學系,學士班(日間),25,12,13
106,2,公立,一般大學,0013,國立中正大學,03131019,心理學系,學士班(日間),10,2,8
106,2,公立,一般大學,0013,國立中正大學,03191025,勞工關係學系,學士班(日間),19,3,16
106,2,公立,一般大學,0013,國立中正大學,03199026,犯罪防治學系,學士班(日間),12,3,9
106,2,公立,一般大學,0013,國立中正大學,03211028,傳播學系,學士班(日間),13,5,8
106,2,公立,一般大學,0013,國立中正大學,04111032,會計與資訊科技學系,學士班(日間),5,0,5
106,2,公立,一般大學,0013,國立中正大學,04121034,財務金融學系,學士班(日間),2,2,0
106,2,公立,一般大學,0013,國立中正大學,04131033,企業管理學系,學士班(日間),14,5,9
106,2,公立,一般大學,0013,國立中正大學,04211039,法律學系,學士班(日間),9,2,7
106,2,公立,一般大學,0013,國立中正大學,04212040,財經法律學系,學士班(日間),2,1,1
106,2,公立,一般大學,0013,國立中正大學,05121075,生物醫學科學系,學士班(日間),6,6,0
106,2,公立,一般大學,0013,國立中正大學,05321047,地球與環境科學系,學士班(日間),1,1,0
106,2,公立,一般大學,0013,國立中正大學,05331067,物理學系,學士班(日間),5,5,0
106,2,公立,一般大學,0013,國立中正大學,05411049,數學系,學士班(日間),5,3,2
106,2,公立,一般大學,0013,國立中正大學,06131053,資訊管理學系,學士班(日間),1,1,0
106,2,公立,一般大學,0013,國立中正大學,06131055,資訊工程學系,學士班(日間),1,1,0
106,2,公立,一般大學,0013,國立中正大學,07141054,電機工程學系,學士班(日間),2,2,0
106,2,公立,一般大學,0013,國立中正大學,07141056,通訊工程學系,學士班(日間),1,1,0
106,2,公立,一般大學,0013,國立中正大學,07151058,機械工程學系,學士班(日間),1,1,0
106,2,公立,一般大學,0013,國立中正大學,09231063,社會福利學系,學士班(日間),15,5,10
106,2,公立,一般大學,0013,國立中正大學,10141064,運動競技學系,學士班(日間),5,4,1
106,2,公立,一般大學,0014,國立高雄師範大學,01111001,教育學系,學士班(日間),20,8,12
106,2,公立,一般大學,0014,國立高雄師範大學,01113010,特殊教育學系,學士班(日間),13,5,8
106,2,公立,一般大學,0014,國立高雄師範大學,01141003,工業科技教育學系,學士班(日間),10,7,3
106,2,公立,一般大學,0014,國立高雄師範大學,01141005,體育學系,學士班(日間),3,2,1
106,2,公立,一般大學,0014,國立高雄師範大學,02112022,視覺設計學系,學士班(日間),2,0,2
106,2,公立,一般大學,0014,國立高雄師範大學,02131012,美術學系,學士班(日間),1,0,1
106,2,公立,一般大學,0014,國立高雄師範大學,02311021,英語學系,學士班(日間),7,0,7
106,2,公立,一般大學,0014,國立高雄師範大學,02322019,國文學系,學士班(日間),7,1,6
106,2,公立,一般大學,0014,國立高雄師範大學,03142030,地理學系,學士班(日間),4,2,2
106,2,公立,一般大學,0014,國立高雄師範大學,05331037,物理學系,學士班(日間),1,0,1
106,2,公立,一般大學,0014,國立高雄師範大學,05411038,數學系,學士班(日間),6,4,2
106,2,公立,一般大學,0014,國立高雄師範大學,06132039,軟體工程與管理學系,學士班(日間),1,0,1
106,2,公立,一般大學,0015,國立彰化師範大學,01113012,特殊教育學系,學士班(日間),11,2,9
106,2,公立,一般大學,0015,國立彰化師範大學,02131017,美術學系,學士班(日間),2,1,1
106,2,公立,一般大學,0015,國立彰化師範大學,02311020,英語學系,學士班(日間),8,3,5
106,2,公立,一般大學,0015,國立彰化師範大學,02322019,國文學系,學士班(日間),5,1,4
106,2,公立,一般大學,0015,國立彰化師範大學,03131025,輔導與諮商學系,學士班(日間),2,1,1
106,2,公立,一般大學,0015,國立彰化師範大學,03142027,地理學系,學士班(日間),2,1,1
106,2,公立,一般大學,0015,國立彰化師範大學,04111028,會計學系,學士班(日間),2,0,2
106,2,公立,一般大學,0015,國立彰化師範大學,04131029,企業管理學系,學士班(日間),4,2,2
106,2,公立,一般大學,0015,國立彰化師範大學,05311035,化學系,學士班(日間),1,0,1
106,2,公立,一般大學,0015,國立彰化師範大學,05411038,數學系,學士班(日間),3,3,0
106,2,公立,一般大學,0015,國立彰化師範大學,06131040,資訊管理學系,學士班(日間),5,1,4
106,2,公立,一般大學,0015,國立彰化師範大學,07151054,機電工程學系,學士班(日間),1,1,0
106,2,公立,一般大學,0016,國立陽明大學,05121007,生命科學系暨基因體科學研究所,學士班(日間),5,4,1
106,2,公立,一般大學,0016,國立陽明大學,07193021,生物醫學工程學系,學士班(日間),5,5,0
106,2,公立,一般大學,0016,國立陽明大學,09121024,醫學系,學士班(日間),1,1,0
106,2,公立,一般大學,0016,國立陽明大學,09131048,護理學系,學士班(日間),1,0,1
106,2,公立,一般大學,0016,國立陽明大學,09141058,生物醫學影像暨放射科學系,學士班(日間),2,0,2
106,2,公立,一般大學,0017,國立臺北大學,02221005,歷史學系,學士班(日間),56,30,26
106,2,公立,一般大學,0017,國立臺北大學,02311004,應用外語學系,學士班(日間),38,14,24
106,2,公立,一般大學,0017,國立臺北大學,02322002,中國文學系,學士班(日間),42,16,26
106,2,公立,一般大學,0017,國立臺北大學,03111009,經濟學系,學士班(日間),48,24,24
106,2,公立,一般大學,0017,國立臺北大學,03111009,經濟學系,學士班(進修),1,1,0
106,2,公立,一般大學,0017,國立臺北大學,03141011,社會學系,學士班(日間),38,15,23
106,2,公立,一般大學,0017,國立臺北大學,04111017,會計學系,學士班(日間),15,7,8
106,2,公立,一般大學,0017,國立臺北大學,04121022,金融與合作經營學系,學士班(日間),12,8,4
106,2,公立,一般大學,0017,國立臺北大學,04121022,金融與合作經營學系,學士班(進修),3,3,0
106,2,公立,一般大學,0017,國立臺北大學,04122023,財政學系,學士班(日間),18,3,15
106,2,公立,一般大學,0017,國立臺北大學,04122023,財政學系,學士班(進修),1,0,1
106,2,公立,一般大學,0017,國立臺北大學,04131018,企業管理學系,學士班(日間),31,11,20
106,2,公立,一般大學,0017,國立臺北大學,04131018,企業管理學系,學士班(進修),4,1,3
106,2,公立,一般大學,0017,國立臺北大學,04134013,公共行政暨政策學系,學士班(日間),89,39,50
106,2,公立,一般大學,0017,國立臺北大學,04134013,公共行政暨政策學系,學士班(進修),5,1,4
106,2,公立,一般大學,0017,國立臺北大學,04134024,不動產與城鄉環境學系,學士班(日間),53,26,27
106,2,公立,一般大學,0017,國立臺北大學,04134024,不動產與城鄉環境學系,學士班(進修),4,1,3
106,2,公立,一般大學,0017,國立臺北大學,04141026,商學院數位行銷進修學士學位學程,學士班(進修),3,1,2
106,2,公立,一般大學,0017,國立臺北大學,04211028,法律學系,學士班(日間),38,14,24
106,2,公立,一般大學,0017,國立臺北大學,04211028,法律學系,學士班(進修),10,9,1
106,2,公立,一般大學,0017,國立臺北大學,05421033,統計學系,學士班(日間),10,7,3
106,2,公立,一般大學,0017,國立臺北大學,05421033,統計學系,學士班(進修),1,1,0
106,2,公立,一般大學,0017,國立臺北大學,06131036,資訊工程學系,學士班(日間),2,2,0
106,2,公立,一般大學,0017,國立臺北大學,07141035,電機工程學系,學士班(日間),3,2,1
106,2,公立,一般大學,0017,國立臺北大學,07141037,通訊工程學系,學士班(日間),1,0,1
106,2,公立,一般大學,0017,國立臺北大學,09231041,社會工作學系,學士班(日間),50,22,28
106,2,公立,一般大學,0017,國立臺北大學,09231041,社會工作學系5年制,學士班(進修),3,0,3
106,2,公立,一般大學,0017,國立臺北大學,10152042,休閒運動管理學系,學士班(日間),27,3,24
106,2,公立,一般大學,0018,國立嘉義大學,01111001,教育學系,學士班(日間),1,0,1
106,2,公立,一般大學,0018,國立嘉義大學,01116021,數位學習設計與管理學系,學士班(日間),4,2,2
106,2,公立,一般大學,0018,國立嘉義大學,01121016,幼兒教育學系,學士班(日間),1,0,1
