學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別,合作學校國家(地區)別,合作學校國家(地區)區域別,雙聯合作案件數
105,2,公立,一般大學,0007,國立陽明交通大學,10411086,運輸與物流管理學系交通運輸碩士班,碩士班(日間),英國,歐洲,1
105,2,公立,一般大學,0007,國立陽明交通大學,10411086,運輸與物流管理學系物流管理博士班,博士班,美國,北美洲,1
105,2,公立,一般大學,0007,國立陽明交通大學,10411086,運輸與物流管理學系物流管理碩士班,碩士班(日間),印度尼西亞共和國,東協,1
105,2,公立,一般大學,0007,國立陽明交通大學,10411086,運輸與物流管理學系物流管理碩士班,碩士班(日間),荷蘭王國,歐洲,1
105,2,公立,一般大學,0008,國立中央大學,02311007,英美語文學系,學士班(日間),美國,北美洲,1
105,2,公立,一般大學,0008,國立中央大學,02311008,法國語文學系,碩士班(日間),比利時王國,歐洲,1
105,2,公立,一般大學,0008,國立中央大學,03111013,經濟學系,學士班(日間),美國,北美洲,1
105,2,公立,一般大學,0008,國立中央大學,04131023,企業管理學系,碩士班(日間),印度尼西亞共和國,東協,1
105,2,公立,一般大學,0008,國立中央大學,04131023,企業管理學系,博士班,印度尼西亞共和國,東協,1
105,2,公立,一般大學,0008,國立中央大學,04131023,企業管理學系,學士班(日間),美國,北美洲,1
105,2,公立,一般大學,0008,國立中央大學,04131023,企業管理學系,碩士班(日間),美國,北美洲,1
105,2,公立,一般大學,0008,國立中央大學,05111031,生命科學系,碩士班(日間),印度尼西亞共和國,東協,1
105,2,公立,一般大學,0008,國立中央大學,05311035,化學學系,碩士班(日間),印度尼西亞共和國,東協,1
105,2,公立,一般大學,0008,國立中央大學,05321036,地球科學學系地球物理碩士班,碩士班(日間),印度尼西亞共和國,東協,1
105,2,公立,一般大學,0008,國立中央大學,05331042,物理學系,碩士班(日間),印度尼西亞共和國,東協,1
105,2,公立,一般大學,0008,國立中央大學,05411051,數學系,碩士班(日間),印度尼西亞共和國,東協,1
105,2,公立,一般大學,0008,國立中央大學,06131059,資訊工程學系,碩士班(日間),印度尼西亞共和國,東協,1
105,2,公立,一般大學,0008,國立中央大學,06131059,資訊工程學系,碩士班(日間),法國,歐洲,1
105,2,公立,一般大學,0008,國立中央大學,07112070,材料科學與工程研究所,碩士班(日間),法國,歐洲,1
105,2,公立,一般大學,0008,國立中央大學,07132066,能源工程研究所,碩士班(日間),日本,其他亞洲地區,1
105,2,公立,一般大學,0008,國立中央大學,07141055,電機工程學系,碩士班(日間),印度尼西亞共和國,東協,1
105,2,公立,一般大學,0008,國立中央大學,07151064,機械工程學系,碩士班(日間),印度尼西亞共和國,東協,1
105,2,公立,一般大學,0008,國立中央大學,07151064,機械工程學系,碩士班(日間),日本,其他亞洲地區,1
105,2,公立,一般大學,0008,國立中央大學,07151064,機械工程學系,博士班,法國,歐洲,1
105,2,公立,一般大學,0008,國立中央大學,07321067,土木工程學系,碩士班(日間),印度尼西亞共和國,東協,1
105,2,公立,一般大學,0008,國立中央大學,07321067,土木工程學系,碩士班(日間),日本,其他亞洲地區,1
105,2,公立,一般大學,0008,國立中央大學,07399028,營建管理研究所,碩士班(日間),印度尼西亞共和國,東協,1
105,2,公立,一般大學,0009,國立中山大學,04121024,財務管理學系,碩士班(日間),法國,歐洲,1
105,2,公立,一般大學,0009,國立中山大學,04131021,企業管理學系企業管理碩士班,碩士班(日間),法國,歐洲,1
105,2,公立,一般大學,0009,國立中山大學,04131021,企業管理學系醫務管理碩士班,碩士班(日間),法國,歐洲,1
105,2,公立,一般大學,0009,國立中山大學,04131022,管理學院國際經營管理碩士學程,碩士班(日間),大韓民國(南韓),其他亞洲地區,1
105,2,公立,一般大學,0009,國立中山大學,04131022,管理學院國際經營管理碩士學程,碩士班(日間),奧地利共和國,歐洲,1
105,2,公立,一般大學,0009,國立中山大學,04131022,管理學院國際經營管理碩士學程,碩士班(日間),法國,歐洲,1
105,2,公立,一般大學,0009,國立中山大學,04134017,公共事務管理研究所,碩士班(日間),法國,歐洲,1
105,2,公立,一般大學,0009,國立中山大學,04141025,行銷傳播管理研究所,碩士班(日間),法國,歐洲,1
105,2,公立,一般大學,0009,國立中山大學,04191028,人力資源管理研究所,碩士班(日間),法國,歐洲,1
105,2,公立,一般大學,0009,國立中山大學,04199028,人力資源管理全英語碩士學位學程,碩士班(日間),英國,歐洲,1
105,2,公立,一般大學,0009,國立中山大學,05111033,生物科學系,碩士班(日間),印度尼西亞共和國,東協,1
105,2,公立,一般大學,0009,國立中山大學,05323047,海洋科學系,碩士班(日間),印度尼西亞共和國,東協,1
105,2,公立,一般大學,0009,國立中山大學,06131052,資訊管理學系,碩士班(日間),大韓民國(南韓),其他亞洲地區,1
105,2,公立,一般大學,0009,國立中山大學,06131052,資訊管理學系,碩士班(日間),奧地利共和國,歐洲,1
105,2,公立,一般大學,0009,國立中山大學,06131052,資訊管理學系,碩士班(日間),法國,歐洲,1
105,2,公立,一般大學,0009,國立中山大學,07141053,電機工程學系,碩士班(日間),印度尼西亞共和國,東協,1
105,2,公立,一般大學,0009,國立中山大學,07141057,通訊工程研究所,碩士班(日間),印度尼西亞共和國,東協,1
105,2,公立,一般大學,0012,國立臺灣海洋大學,,不分系所,不分學制,大韓民國(南韓),其他亞洲地區,1
105,2,公立,一般大學,0012,國立臺灣海洋大學,05121014,生命科學暨生物科技學系,碩士班(日間),印度尼西亞共和國,東協,1
105,2,公立,一般大學,0012,國立臺灣海洋大學,05121014,生命科學暨生物科技學系,博士班,日本,其他亞洲地區,1
105,2,公立,一般大學,0012,國立臺灣海洋大學,05121018,海洋生物科技博士學位學程,博士班,日本,其他亞洲地區,1
105,2,公立,一般大學,0012,國立臺灣海洋大學,05323017,海洋生物研究所,博士班,日本,其他亞洲地區,1
105,2,公立,一般大學,0012,國立臺灣海洋大學,05323017,海洋生物研究所,博士班,丹麥王國,歐洲,1
105,2,公立,一般大學,0012,國立臺灣海洋大學,05323017,海洋生物研究所,博士班,法國,歐洲,1
105,2,公立,一般大學,0012,國立臺灣海洋大學,06131028,資訊工程學系,碩士班(日間),泰國,東協,1
105,2,公立,一般大學,0012,國立臺灣海洋大學,07112039,材料工程研究所,碩士班(日間),大陸地區,大陸地區,1
105,2,公立,一般大學,0012,國立臺灣海洋大學,07122040,河海工程學系,碩士班(日間),泰國,東協,1
105,2,公立,一般大學,0012,國立臺灣海洋大學,07122040,河海工程學系,碩士班(日間),大陸地區,大陸地區,1
105,2,公立,一般大學,0012,國立臺灣海洋大學,07141026,光電科學研究所,碩士班(日間),泰國,東協,1
105,2,公立,一般大學,0012,國立臺灣海洋大學,07141030,通訊與導航工程學系,碩士班(日間),泰國,東協,1
105,2,公立,一般大學,0012,國立臺灣海洋大學,07151036,機械與機電工程學系,碩士班(日間),大陸地區,大陸地區,1
105,2,公立,一般大學,0012,國立臺灣海洋大學,07163033,系統工程暨造船學系,碩士班(日間),大陸地區,大陸地區,1
105,2,公立,一般大學,0012,國立臺灣海洋大學,07211042,食品科學系,博士班,日本,其他亞洲地區,1
105,2,公立,一般大學,0012,國立臺灣海洋大學,08311045,環境生物與漁業科學學系,博士班,日本,其他亞洲地區,1
105,2,公立,一般大學,0012,國立臺灣海洋大學,08312046,水產養殖學系,博士班,日本,其他亞洲地區,1
105,2,公立,一般大學,0013,國立中正大學,,不分系所,不分學制,澳大利亞,其他亞洲地區,1
105,2,公立,一般大學,0013,國立中正大學,,不分系所,不分學制,美國,北美洲,1
105,2,公立,一般大學,0013,國立中正大學,01111001,教育學研究所教育學博士班,博士班,美國,北美洲,1
105,2,公立,一般大學,0013,國立中正大學,03111017,經濟學系,學士班(日間),美國,北美洲,1
105,2,公立,一般大學,0013,國立中正大學,04111032,會計與資訊科技學系,碩士班(日間),日本,其他亞洲地區,1
105,2,公立,一般大學,0014,國立高雄師範大學,01141005,體育學系,學士班(日間),大韓民國(南韓),其他亞洲地區,1
105,2,公立,一般大學,0014,國立高雄師範大學,02311021,英語學系,學士班(日間),大韓民國(南韓),其他亞洲地區,1
105,2,公立,一般大學,0014,國立高雄師範大學,02322019,國文學系,學士班(日間),大韓民國(南韓),其他亞洲地區,1
105,2,公立,一般大學,0015,國立彰化師範大學,03131025,輔導與諮商學系,碩士班(日間),美國,北美洲,1
105,2,公立,一般大學,0015,國立彰化師範大學,03131025,輔導與諮商學系婚姻與家族治療碩士班,碩士班(日間),美國,北美洲,1
105,2,公立,一般大學,0015,國立彰化師範大學,04131029,企業管理學系,學士班(日間),美國,北美洲,1
105,2,公立,一般大學,0015,國立彰化師範大學,04131029,企業管理學系,碩士班(日間),美國,北美洲,1
105,2,公立,一般大學,0015,國立彰化師範大學,04131029,企業管理學系行銷與流通管理碩士班,碩士班(日間),美國,北美洲,1
105,2,公立,一般大學,0015,國立彰化師範大學,05331037,物理學系,學士班(日間),美國,北美洲,1
105,2,公立,一般大學,0015,國立彰化師範大學,05331037,物理學系,碩士班(日間),美國,北美洲,1
105,2,公立,一般大學,0015,國立彰化師範大學,06131050,資訊工程學系,學士班(日間),美國,北美洲,1
105,2,公立,一般大學,0015,國立彰化師範大學,06131050,資訊工程學系積體電路設計碩士班,碩士班(日間),美國,北美洲,1
105,2,公立,一般大學,0016,國立陽明大學,,不分系所,不分學制,英國,歐洲,1
105,2,公立,一般大學,0016,國立陽明大學,07193019,生醫光電研究所,碩士班(日間),法國,歐洲,1
105,2,公立,一般大學,0016,國立陽明大學,07193019,生醫光電研究所,博士班,法國,歐洲,1
105,2,公立,一般大學,0016,國立陽明大學,09161043,藥理學研究所,碩士班(日間),馬來西亞,東協,1
105,2,公立,一般大學,0016,國立陽明大學,09161043,藥理學研究所,博士班,馬來西亞,東協,1
105,2,公立,一般大學,0017,國立臺北大學,04111017,會計學系,碩士班(日間),美國,北美洲,1
105,2,公立,一般大學,0017,國立臺北大學,04121021,商學院國際財務金融碩士在職專班,碩士在職專班,美國,北美洲,1
105,2,公立,一般大學,0017,國立臺北大學,04121022,金融與合作經營學系,學士班(日間),法國,歐洲,1
105,2,公立,一般大學,0017,國立臺北大學,04122023,財政學系,學士班(日間),瑞士聯邦,歐洲,1
105,2,公立,一般大學,0017,國立臺北大學,04131018,企業管理學系,學士班(日間),瑞士聯邦,歐洲,1
105,2,公立,一般大學,0017,國立臺北大學,04131018,企業管理學系,碩士班(日間),美國,北美洲,2
105,2,公立,一般大學,0017,國立臺北大學,04131019,國際企業研究所,碩士班(日間),美國,北美洲,1
105,2,公立,一般大學,0017,國立臺北大學,05421033,統計學系,學士班(日間),法國,歐洲,1
105,2,公立,一般大學,0017,國立臺北大學,05421033,統計學系,學士班(日間),美國,北美洲,2
105,2,公立,一般大學,0017,國立臺北大學,07141036,資訊工程學系,學士班(日間),法國,歐洲,1
105,2,公立,一般大學,0017,國立臺北大學,07313039,都市計劃研究所,碩士班(日間),英國,歐洲,1
105,2,公立,一般大學,0017,國立臺北大學,10152042,休閒運動管理學系,學士班(日間),瑞士聯邦,歐洲,2
105,2,公立,一般大學,0017,國立臺北大學,10152042,休閒運動管理學系,學士班(日間),英國,歐洲,1
105,2,公立,一般大學,0017,國立臺北大學,10152042,休閒運動管理學系,學士班(日間),美國,北美洲,2
105,2,公立,一般大學,0018,國立嘉義大學,03111034,應用經濟學系,碩士班(日間),日本,其他亞洲地區,1
105,2,公立,一般大學,0019,國立高雄大學,,不分系所,不分學制,大陸地區,大陸地區,1
105,2,公立,一般大學,0019,國立高雄大學,,不分系所,不分學制,美國,北美洲,2
105,2,公立,一般大學,0019,國立高雄大學,03111006,應用經濟學系,碩士班(日間),英國,歐洲,1
105,2,公立,一般大學,0019,國立高雄大學,04199013,國際高階經營管理碩士在職專班泰國班,碩士在職專班,泰國,東協,1
105,2,公立,一般大學,0019,國立高雄大學,06131026,資訊管理學系,學士班(日間),美國,北美洲,1
105,2,公立,一般大學,0019,國立高雄大學,07141028,資訊工程學系,碩士班(日間),英國,歐洲,1
105,2,公立,一般大學,0019,國立高雄大學,07141028,資訊工程學系,學士班(日間),美國,北美洲,1
105,2,公立,一般大學,0020,國立東華大學,02222042,族群關係與文化學系,博士班,澳大利亞,其他亞洲地區,1
105,2,公立,一般大學,0020,國立東華大學,02311029,英美語文學系(比較文學),博士班,法國,歐洲,1
105,2,公立,一般大學,0020,國立東華大學,04111057,會計與財務碩士學位學程,碩士班(日間),日本,其他亞洲地區,1
105,2,公立,一般大學,0020,國立東華大學,04131059,企業管理學系,碩士班(日間),美國,北美洲,1
105,2,公立,一般大學,0020,國立東華大學,04131060,國際企業學系,碩士班(日間),美國,北美洲,1
105,2,公立,一般大學,0020,國立東華大學,04191066,管理學院管理科學與財金國際學士學位學程,學士班(日間),印度尼西亞共和國,東協,1
