,學年度,設立別 ,學校類別,學校代碼,學校名稱,系所代碼,系所名稱,學制,畢業生總人數,男,女
,102,私立,技專校院,1031,輔英科技大學,720209,職業安全衛生系,學士班(日間),70,48,22
,102,私立,技專校院,1031,輔英科技大學,720209,職業安全衛生系,學士班(進修),30,20,10
,102,私立,技專校院,1031,輔英科技大學,720401,物理治療系,學士班(日間),103,56,47
,102,私立,技專校院,1031,輔英科技大學,720401,物理治療系,學士班(進修),43,25,18
,102,私立,技專校院,1031,輔英科技大學,720504,保健營養系,學士班(日間),128,20,108
,102,私立,技專校院,1031,輔英科技大學,720504,保健營養系,學士班(進修),17,1,16
,102,私立,技專校院,1031,輔英科技大學,720504,保健營養系,碩士班(日間),5,1,4
,102,私立,技專校院,1031,輔英科技大學,720601,護理科,五專,497,23,474
,102,私立,技專校院,1031,輔英科技大學,720601,護理系,學士班(日間),431,35,396
,102,私立,技專校院,1031,輔英科技大學,720601,護理系,學士班(進修),170,7,163
,102,私立,技專校院,1031,輔英科技大學,720601,護理系,碩士班(日間),8,0,8
,102,私立,技專校院,1031,輔英科技大學,720601,護理系,碩士在職專班,6,0,6
,102,私立,技專校院,1031,輔英科技大學,720606,助產系,學士班(日間),18,0,18
,102,私立,技專校院,1031,輔英科技大學,720708,醫學檢驗生物技術科,五專,89,21,68
,102,私立,技專校院,1031,輔英科技大學,720708,醫學檢驗生物技術系,學士班(日間),85,15,70
,102,私立,技專校院,1031,輔英科技大學,720708,醫學檢驗生物技術系,碩士班(日間),4,3,1
,102,私立,技專校院,1031,輔英科技大學,760202,老人長期照顧學位學程,學士班(日間),29,3,26
,102,私立,技專校院,1031,輔英科技大學,760202,老人長期照顧學位學程,學士班(進修),24,4,20
,102,私立,技專校院,1031,輔英科技大學,760401,幼兒保育科,二專(進修),12,0,12
,102,私立,技專校院,1031,輔英科技大學,760401,幼兒保育系,學士班(日間),42,6,36
,102,私立,技專校院,1031,輔英科技大學,810210,休閒與遊憩事業管理系,學士班(日間),66,20,46
,102,私立,技專校院,1031,輔英科技大學,810210,休閒與遊憩事業管理系,學士班(進修),22,9,13
,102,私立,技專校院,1031,輔英科技大學,810806,健康美容系,學士班(日間),78,7,71
,102,私立,技專校院,1032,明新科技大學,220303,應用外語系,學士班(日間),87,12,75
,102,私立,技專校院,1032,明新科技大學,220303,應用外語系,學士班(進修),43,9,34
,102,私立,技專校院,1032,明新科技大學,340301,企業管理系,學士班(日間),111,25,86
,102,私立,技專校院,1032,明新科技大學,340301,企業管理系,學士班(進修),69,23,46
,102,私立,技專校院,1032,明新科技大學,340306,管理研究所,碩士班(日間),20,7,13
,102,私立,技專校院,1032,明新科技大學,340306,管理研究所,碩士在職專班,11,6,5
,102,私立,技專校院,1032,明新科技大學,340307,國際企業系,學士班(日間),100,14,86
,102,私立,技專校院,1032,明新科技大學,340307,國際企業系,學士班(進修),32,9,23
,102,私立,技專校院,1032,明新科技大學,340501,財務金融系,學士班(日間),131,48,83
,102,私立,技專校院,1032,明新科技大學,340501,財務金融系,學士班(進修),32,12,20
,102,私立,技專校院,1032,明新科技大學,480109,資訊管理科,二專(進修),60,4,56
,102,私立,技專校院,1032,明新科技大學,480109,資訊管理系,學士班(日間),90,58,32
,102,私立,技專校院,1032,明新科技大學,480109,資訊管理系,學士班(進修),86,27,59
,102,私立,技專校院,1032,明新科技大學,480109,資訊管理系碩士班,碩士班(日間),11,10,1
,102,私立,技專校院,1032,明新科技大學,520101,電機工程系,學士班(日間),147,142,5
,102,私立,技專校院,1032,明新科技大學,520101,電機工程系,學士班(進修),61,59,2
,102,私立,技專校院,1032,明新科技大學,520101,電機工程系碩士班,碩士班(日間),13,13,0
,102,私立,技專校院,1032,明新科技大學,520101,電機工程系碩士在職專班,碩士在職專班,3,3,0
,102,私立,技專校院,1032,明新科技大學,520103,電子工程系,學士班(日間),149,143,6
,102,私立,技專校院,1032,明新科技大學,520103,電子工程系,學士班(進修),34,27,7
,102,私立,技專校院,1032,明新科技大學,520103,電子工程系碩士班,碩士班(日間),27,26,1
,102,私立,技專校院,1032,明新科技大學,520103,電子工程系碩士在職專班,碩士在職專班,7,6,1
,102,私立,技專校院,1032,明新科技大學,520114,資訊工程系,學士班(日間),112,109,3
,102,私立,技專校院,1032,明新科技大學,520114,資訊工程系,學士班(進修),48,44,4
,102,私立,技專校院,1032,明新科技大學,520149,光電系統工程系,學士班(日間),92,88,4
,102,私立,技專校院,1032,明新科技大學,520149,光電系統工程系,學士班(進修),15,15,0
,102,私立,技專校院,1032,明新科技大學,520201,機械工程系,學士班(日間),88,82,6
,102,私立,技專校院,1032,明新科技大學,520201,機械工程系,學士班(進修),61,60,1
,102,私立,技專校院,1032,明新科技大學,520237,精密機電工程研究所,碩士班(日間),10,9,1
,102,私立,技專校院,1032,明新科技大學,520237,精密機電工程研究所,碩士在職專班,6,6,0
,102,私立,技專校院,1032,明新科技大學,520322,土木工程與環境資源管理系,學士班(日間),74,68,6
,102,私立,技專校院,1032,明新科技大學,520322,土木工程與環境資源管理系,學士班(進修),27,24,3
,102,私立,技專校院,1032,明新科技大學,520322,土木工程與環境資源管理系碩士班,碩士班(日間),10,6,4
,102,私立,技專校院,1032,明新科技大學,520322,土木工程與環境資源管理系碩士在職專班,碩士在職專班,10,6,4
,102,私立,技專校院,1032,明新科技大學,520404,化學工程與材料科技系,學士班(日間),112,98,14
,102,私立,技專校院,1032,明新科技大學,520404,化學工程與材料科技系,學士班(進修),12,11,1
,102,私立,技專校院,1032,明新科技大學,520404,化學工程與材料科技系碩士班,碩士班(日間),14,11,3
,102,私立,技專校院,1032,明新科技大學,520404,化學工程與材料科技系碩士在職專班,碩士在職專班,8,6,2
,102,私立,技專校院,1032,明新科技大學,520601,工業工程與管理系,學士班(日間),93,54,39
,102,私立,技專校院,1032,明新科技大學,520601,工業工程與管理系,學士班(進修),46,28,18
,102,私立,技專校院,1032,明新科技大學,520601,工業工程與管理系碩士班,碩士班(日間),7,5,2
,102,私立,技專校院,1032,明新科技大學,520601,工業工程與管理系碩士在職專班,碩士在職專班,19,14,5
,102,私立,技專校院,1032,明新科技大學,760203,老人服務事業管理系,學士班(日間),98,9,89
,102,私立,技專校院,1032,明新科技大學,760203,老人服務事業管理系,學士班(進修),74,17,57
,102,私立,技專校院,1032,明新科技大學,760401,幼兒保育系,學士班(日間),86,0,86
,102,私立,技專校院,1032,明新科技大學,760401,幼兒保育系,學士班(進修),70,1,69
,102,私立,技專校院,1032,明新科技大學,810101,旅館事業管理科飯店管理專班,二專(日間),6,2,4
,102,私立,技專校院,1032,明新科技大學,810101,旅館事業管理科,二專(進修),5,2,3
,102,私立,技專校院,1032,明新科技大學,810101,旅館事業管理系,學士班(日間),119,24,95
,102,私立,技專校院,1032,明新科技大學,810101,旅館事業管理系,學士班(進修),55,21,34
,102,私立,技專校院,1032,明新科技大學,810508,休閒事業管理科,二專(進修),3,2,1
,102,私立,技專校院,1032,明新科技大學,810508,休閒事業管理系,學士班(日間),117,27,90
,102,私立,技專校院,1032,明新科技大學,810508,休閒事業管理系,學士班(進修),80,27,53
,102,私立,技專校院,1032,明新科技大學,810520,運動管理系,學士班(日間),75,40,35
,102,私立,技專校院,1032,明新科技大學,819903,服務事業管理研究所,碩士班(日間),23,9,14
,102,私立,技專校院,1034,弘光科技大學,220312,應用英語系,學士班(日間),53,8,45
,102,私立,技專校院,1034,弘光科技大學,220312,應用英語系,學士班(進修),28,6,22
,102,私立,技專校院,1034,弘光科技大學,229910,文化創意產業系,學士班(日間),84,14,70
,102,私立,技專校院,1034,弘光科技大學,229910,文化創意產業系,學士班(進修),25,5,20
,102,私立,技專校院,1034,弘光科技大學,340904,健康事業管理系,學士班(日間),89,12,77
,102,私立,技專校院,1034,弘光科技大學,340904,健康事業管理系,學士班(進修),32,3,29
,102,私立,技專校院,1034,弘光科技大學,340904,健康事業管理系碩士班,碩士班(日間),9,1,8
,102,私立,技專校院,1034,弘光科技大學,420302,生物科技系,學士班(日間),88,44,44
,102,私立,技專校院,1034,弘光科技大學,420302,生物科技系,學士班(進修),23,9,14
,102,私立,技專校院,1034,弘光科技大學,420302,生物科技系碩士班,碩士班(日間),5,4,1
,102,私立,技專校院,1034,弘光科技大學,480109,資訊管理系,學士班(日間),81,52,29
,102,私立,技專校院,1034,弘光科技大學,480109,資訊管理系,學士班(進修),48,29,19
,102,私立,技專校院,1034,弘光科技大學,520114,資訊工程系,學士班(日間),91,88,3
,102,私立,技專校院,1034,弘光科技大學,520114,資訊工程系,學士班(進修),39,36,3
,102,私立,技專校院,1034,弘光科技大學,520901,環境工程研究所碩士班,碩士班(日間),18,14,4
,102,私立,技專校院,1034,弘光科技大學,520901,環境工程研究所碩士在職專班,碩士在職專班,9,9,0
,102,私立,技專校院,1034,弘光科技大學,520905,環境與安全衛生工程系,學士班(日間),119,101,18
,102,私立,技專校院,1034,弘光科技大學,520905,環境與安全衛生工程系,學士班(進修),93,82,11
,102,私立,技專校院,1034,弘光科技大學,521108,生物醫學工程系,學士班(日間),71,65,6
,102,私立,技專校院,1034,弘光科技大學,620602,食品科技系,學士班(日間),94,36,58
,102,私立,技專校院,1034,弘光科技大學,620602,食品科技系,學士班(進修),72,30,42
,102,私立,技專校院,1034,弘光科技大學,620602,食品科技系碩士班,碩士班(日間),12,4,8
,102,私立,技專校院,1034,弘光科技大學,620602,食品科技系碩士在職專班,碩士在職專班,8,3,5
,102,私立,技專校院,1034,弘光科技大學,720401,物理治療系,學士班(日間),80,18,62
,102,私立,技專校院,1034,弘光科技大學,720507,營養系,學士班(日間),76,17,59
,102,私立,技專校院,1034,弘光科技大學,720507,營養系,學士班(進修),27,10,17
,102,私立,技專校院,1034,弘光科技大學,720509,營養醫學研究所碩士班,碩士班(日間),3,1,2
,102,私立,技專校院,1034,弘光科技大學,720601,護理科,五專,99,5,94
,102,私立,技專校院,1034,弘光科技大學,720601,護理系,學士班(日間),493,27,466
,102,私立,技專校院,1034,弘光科技大學,720601,護理系,學士班(進修),344,9,335
,102,私立,技專校院,1034,弘光科技大學,720601,護理系碩士班,碩士班(日間),8,1,7
,102,私立,技專校院,1034,弘光科技大學,720601,護理系碩士在職專班,碩士在職專班,8,1,7
,102,私立,技專校院,1034,弘光科技大學,760205,老人褔利與事業系,學士班(日間),102,17,85
,102,私立,技專校院,1034,弘光科技大學,760205,老人褔利與事業系,學士班(進修),28,7,21
,102,私立,技專校院,1034,弘光科技大學,760401,幼兒保育系,學士班(日間),83,1,82
,102,私立,技專校院,1034,弘光科技大學,760401,幼兒保育系,學士班(進修),39,1,38
,102,私立,技專校院,1034,弘光科技大學,810102,餐旅管理系,學士班(日間),135,43,92
,102,私立,技專校院,1034,弘光科技大學,810102,餐旅管理系,學士班(進修),88,29,59
,102,私立,技專校院,1034,弘光科技大學,810502,運動休閒系,學士班(日間),36,21,15
,102,私立,技專校院,1034,弘光科技大學,810502,運動休閒系,學士班(進修),31,9,22
,102,私立,技專校院,1034,弘光科技大學,810802,化妝品應用系,學士班(日間),95,3,92
,102,私立,技專校院,1034,弘光科技大學,810802,化妝品應用系,學士班(進修),82,7,75
,102,私立,技專校院,1034,弘光科技大學,810804,化妝品科技研究所碩士班,碩士班(日間),11,2,9
,102,私立,技專校院,1034,弘光科技大學,810804,化妝品科技研究所碩士在職專班,碩士在職專班,3,1,2
,102,私立,技專校院,1034,弘光科技大學,810810,美髮造型設計系,學士班(日間),34,1,33
,102,私立,技專校院,1034,弘光科技大學,810810,美髮造型設計系,學士班(進修),17,4,13
,102,私立,技專校院,1034,弘光科技大學,850201,職業安全與防災研究所碩士班,碩士班(日間),11,9,2
,102,私立,技專校院,1036,健行科技大學,220303,應用外語系,學士班(日間),145,21,124
,102,私立,技專校院,1036,健行科技大學,220303,應用外語系,學士班(進修),65,13,52
,102,私立,技專校院,1036,健行科技大學,340301,企業管理系,學士班(日間),196,63,133
,102,私立,技專校院,1036,健行科技大學,340301,企業管理學系,學士班(進修),106,38,68
,102,私立,技專校院,1036,健行科技大學,340301,企業管理系,碩士班(日間),8,3,5
,102,私立,技專校院,1036,健行科技大學,340301,企業管理系,碩士在職專班,28,16,12
,102,私立,技專校院,1036,健行科技大學,340307,國際企業管理研究所,碩士班(日間),12,7,5
,102,私立,技專校院,1036,健行科技大學,340309,國際企業經營系,學士班(日間),159,22,137
,102,私立,技專校院,1036,健行科技大學,340309,國際企業經營系,學士班(進修),32,11,21
,102,私立,技專校院,1036,健行科技大學,340309,國際企業經營系,碩士在職專班,24,5,19
,102,私立,技專校院,1036,健行科技大學,340501,財務金融系,學士班(日間),82,18,64
,102,私立,技專校院,1036,健行科技大學,340501,(計量)(數量)財務金融學系,學士班(進修),53,17,36
