,學年度,學期,設立別 ,學校類別,學校代碼,學校名稱,學制,學生總人數,學期內新增辦理休學人數,男,女,至學期底總休學人數,男,女
,101,2,私立,技專校院,1034,弘光科技大學,碩士班(日間),223,10,2,8,55,25,30
,101,2,私立,技專校院,1034,弘光科技大學,碩士在職專班,109,4,1,3,28,8,20
,101,2,私立,技專校院,1036,健行科技大學,二專(日間),138,0,0,0,1,1,0
,101,2,私立,技專校院,1036,健行科技大學,學士班(日間),8701,160,114,46,418,317,101
,101,2,私立,技專校院,1036,健行科技大學,學士班(進修),3858,203,140,63,218,154,64
,101,2,私立,技專校院,1036,健行科技大學,碩士班(日間),389,14,12,2,38,34,4
,101,2,私立,技專校院,1036,健行科技大學,碩士在職專班,136,6,5,1,16,13,3
,101,2,私立,技專校院,1037,正修科技大學,二專(日間),114,1,1,0,5,5,0
,101,2,私立,技專校院,1037,正修科技大學,二專(進修),31,4,4,0,12,9,3
,101,2,私立,技專校院,1037,正修科技大學,五專,6,0,0,0,8,6,2
,101,2,私立,技專校院,1037,正修科技大學,學士班(日間),9183,153,106,47,271,183,88
,101,2,私立,技專校院,1037,正修科技大學,學士班(進修),6772,281,182,99,835,529,306
,101,2,私立,技專校院,1037,正修科技大學,碩士班(日間),371,4,3,1,33,30,3
,101,2,私立,技專校院,1037,正修科技大學,碩士在職專班,75,7,6,1,26,18,8
,101,2,私立,技專校院,1037,正修科技大學,博士班,8,0,0,0,3,3,0
,101,2,私立,技專校院,1038,萬能科技大學,二專(日間),21,0,0,0,0,0,0
,101,2,私立,技專校院,1038,萬能科技大學,學士班(日間),5383,37,24,13,417,293,124
,101,2,私立,技專校院,1038,萬能科技大學,學士班(進修),4856,67,39,28,260,160,100
,101,2,私立,技專校院,1038,萬能科技大學,碩士班(日間),131,8,7,1,37,28,9
,101,2,私立,技專校院,1038,萬能科技大學,碩士在職專班,143,2,1,1,4,3,1
,101,2,私立,技專校院,1040,建國科技大學,二專(日間),55,0,0,0,0,0,0
,101,2,私立,技專校院,1040,建國科技大學,二專(進修),88,4,4,0,9,8,1
,101,2,私立,技專校院,1040,建國科技大學,學士班(日間),7007,70,43,27,262,179,83
,101,2,私立,技專校院,1040,建國科技大學,學士班(進修),2039,38,26,12,138,98,40
,101,2,私立,技專校院,1040,建國科技大學,碩士班(日間),225,9,9,0,21,18,3
,101,2,私立,技專校院,1041,明志科技大學,二專(進修),47,3,0,3,4,0,4
,101,2,私立,技專校院,1041,明志科技大學,五專,40,1,1,0,1,1,0
,101,2,私立,技專校院,1041,明志科技大學,學士班(日間),3197,15,13,2,49,36,13
,101,2,私立,技專校院,1041,明志科技大學,學士班(進修),407,11,8,3,38,25,13
,101,2,私立,技專校院,1041,明志科技大學,碩士班(日間),437,11,10,1,30,29,1
,101,2,私立,技專校院,1041,明志科技大學,碩士在職專班,51,2,2,0,10,10,0
,101,2,私立,技專校院,1042,高苑科技大學,二專(日間),70,0,0,0,0,0,0
,101,2,私立,技專校院,1042,高苑科技大學,五專,158,1,1,0,1,1,0
,101,2,私立,技專校院,1042,高苑科技大學,學士班(日間),5376,56,43,13,77,62,15
,101,2,私立,技專校院,1042,高苑科技大學,學士班(進修),1468,40,37,3,81,68,13
,101,2,私立,技專校院,1042,高苑科技大學,碩士班(日間),162,4,3,1,7,6,1
,101,2,私立,技專校院,1042,高苑科技大學,碩士在職專班,263,4,1,3,8,4,4
,101,2,私立,技專校院,1043,大仁科技大學,二專(日間),1,0,0,0,0,0,0
,101,2,私立,技專校院,1043,大仁科技大學,二專(進修),2,0,0,0,0,0,0
,101,2,私立,技專校院,1043,大仁科技大學,五專,326,13,4,9,28,12,16
,101,2,私立,技專校院,1043,大仁科技大學,學士班(日間),6078,124,71,53,451,275,176
,101,2,私立,技專校院,1043,大仁科技大學,學士班(進修),2052,43,28,15,266,142,124
,101,2,私立,技專校院,1043,大仁科技大學,碩士班(日間),93,11,7,4,31,21,10
,101,2,私立,技專校院,1043,大仁科技大學,碩士在職專班,141,3,2,1,34,21,13
,101,2,私立,技專校院,1044,聖約翰科技大學,學士班(日間),6068,154,114,40,412,314,98
,101,2,私立,技專校院,1044,聖約翰科技大學,學士班(進修),865,36,23,13,167,116,51
,101,2,私立,技專校院,1044,聖約翰科技大學,碩士班(日間),251,10,6,4,36,27,9
,101,2,私立,技專校院,1044,聖約翰科技大學,碩士在職專班,132,4,4,0,15,12,3
,101,2,私立,技專校院,1045,嶺東科技大學,學士班(日間),7011,60,28,32,184,97,87
,101,2,私立,技專校院,1045,嶺東科技大學,學士班(進修),2994,81,46,35,282,156,126
,101,2,私立,技專校院,1045,嶺東科技大學,碩士班(日間),266,13,6,7,35,21,14
,101,2,私立,技專校院,1045,嶺東科技大學,碩士在職專班,138,3,0,3,9,2,7
,101,2,私立,技專校院,1046,中國科技大學,二專(進修),0,0,0,0,1,1,0
,101,2,私立,技專校院,1046,中國科技大學,五專,8,1,0,1,5,3,2
,101,2,私立,技專校院,1046,中國科技大學,學士班(日間),8300,130,60,70,346,173,173
,101,2,私立,技專校院,1046,中國科技大學,學士班(進修),3369,137,74,63,346,201,145
,101,2,私立,技專校院,1046,中國科技大學,碩士班(日間),161,11,8,3,29,20,9
,101,2,私立,技專校院,1046,中國科技大學,碩士在職專班,13,1,0,1,2,1,1
,101,2,私立,技專校院,1047,中臺科技大學,五專,123,1,0,1,5,3,2
,101,2,私立,技專校院,1047,中臺科技大學,學士班(日間),6355,95,43,52,389,179,210
,101,2,私立,技專校院,1047,中臺科技大學,學士班(進修),3379,148,51,97,642,266,376
,101,2,私立,技專校院,1047,中臺科技大學,碩士班(日間),212,6,2,4,46,22,24
,101,2,私立,技專校院,1047,中臺科技大學,碩士在職專班,348,33,10,23,77,23,54
,101,2,私立,技專校院,1047,中臺科技大學,博士班,14,0,0,0,1,1,0
,101,2,私立,技專校院,1051,台南應用科技大學,二專(進修),28,0,0,0,0,0,0
,101,2,私立,技專校院,1051,台南應用科技大學,五專,1386,6,2,4,45,9,36
,101,2,私立,技專校院,1051,台南應用科技大學,學士班(日間),8487,92,31,61,359,118,241
,101,2,私立,技專校院,1051,台南應用科技大學,學士班(進修),3029,128,52,76,346,147,199
,101,2,私立,技專校院,1051,台南應用科技大學,碩士班(日間),175,8,2,6,35,8,27
,101,2,私立,技專校院,1051,台南應用科技大學,碩士在職專班,180,15,3,12,34,6,28
,101,2,私立,技專校院,1052,遠東科技大學,二專(進修),73,2,1,1,14,13,1
,101,2,私立,技專校院,1052,遠東科技大學,五專,2,0,0,0,4,3,1
,101,2,私立,技專校院,1052,遠東科技大學,學士班(日間),8152,137,95,42,455,321,134
,101,2,私立,技專校院,1052,遠東科技大學,學士班(進修),748,19,16,3,110,95,15
,101,2,私立,技專校院,1052,遠東科技大學,碩士班(日間),180,8,7,1,29,24,5
,101,2,私立,技專校院,1052,遠東科技大學,碩士在職專班,38,1,1,0,4,4,0
,101,2,私立,技專校院,1053,元培醫事科技大學,學士班(日間),6112,91,57,34,257,173,84
,101,2,私立,技專校院,1053,元培醫事科技大學,學士班(進修),1651,33,21,12,101,57,44
,101,2,私立,技專校院,1053,元培醫事科技大學,碩士班(日間),174,4,3,1,16,13,3
,101,2,私立,技專校院,1053,元培醫事科技大學,碩士在職專班,24,0,0,0,1,0,1
,101,2,私立,技專校院,1054,景文科技大學,二專(進修),16,1,0,1,12,9,3
,101,2,私立,技專校院,1054,景文科技大學,學士班(日間),5977,66,40,26,204,105,99
,101,2,私立,技專校院,1054,景文科技大學,學士班(進修),2495,74,44,30,261,143,118
,101,2,私立,技專校院,1054,景文科技大學,碩士班(日間),59,0,0,0,8,5,3
,101,2,私立,技專校院,1054,景文科技大學,碩士在職專班,97,2,2,0,11,8,3
,101,2,私立,技專校院,1055,中華醫事科技大學,二專(日間),109,9,2,7,11,4,7
,101,2,私立,技專校院,1055,中華醫事科技大學,五專,1954,43,10,33,55,17,38
,101,2,私立,技專校院,1055,中華醫事科技大學,學士班(日間),4891,96,57,39,173,102,71
,101,2,私立,技專校院,1055,中華醫事科技大學,學士班(進修),2468,107,50,57,332,150,182
,101,2,私立,技專校院,1055,中華醫事科技大學,碩士班(日間),80,1,1,0,8,6,2
,101,2,私立,技專校院,1056,東南科技大學,二專(日間),83,1,1,0,10,9,1
,101,2,私立,技專校院,1056,東南科技大學,二專(進修),1,1,1,0,2,2,0
,101,2,私立,技專校院,1056,東南科技大學,學士班(日間),6448,151,113,38,654,518,136
,101,2,私立,技專校院,1056,東南科技大學,學士班(進修),615,55,42,13,173,141,32
,101,2,私立,技專校院,1056,東南科技大學,碩士班(日間),119,3,3,0,12,12,0
,101,2,私立,技專校院,1056,東南科技大學,碩士在職專班,68,9,8,1,20,19,1
,101,2,私立,技專校院,1057,德明財經科技大學,二專(日間),4,1,0,1,6,3,3
,101,2,私立,技專校院,1057,德明財經科技大學,二專(進修),3,0,0,0,8,5,3
,101,2,私立,技專校院,1057,德明財經科技大學,學士班(日間),6324,68,38,30,235,109,126
,101,2,私立,技專校院,1057,德明財經科技大學,學士班(進修),2247,70,38,32,272,124,148
,101,2,私立,技專校院,1057,德明財經科技大學,碩士班(日間),97,10,10,0,27,20,7
,101,2,私立,技專校院,1057,德明財經科技大學,碩士在職專班,49,1,1,0,6,4,2
,101,2,私立,技專校院,1060,南開科技大學,二專(進修),2,0,0,0,0,0,0
,101,2,私立,技專校院,1060,南開科技大學,五專,1344,16,14,2,46,38,8
,101,2,私立,技專校院,1060,南開科技大學,學士班(日間),3658,46,37,9,132,102,30
,101,2,私立,技專校院,1060,南開科技大學,學士班(進修),1215,48,31,17,96,65,31
,101,2,私立,技專校院,1060,南開科技大學,碩士班(日間),104,1,1,0,10,9,1
,101,2,私立,技專校院,1060,南開科技大學,碩士在職專班,154,5,2,3,7,2,5
,101,2,私立,技專校院,1061,中華科技大學,二專(進修),95,11,2,9,15,5,10
,101,2,私立,技專校院,1061,中華科技大學,學士班(日間),6585,111,71,40,546,357,189
,101,2,私立,技專校院,1061,中華科技大學,學士班(進修),1733,82,61,21,391,278,113
,101,2,私立,技專校院,1061,中華科技大學,碩士班(日間),245,15,10,5,87,71,16
,101,2,私立,技專校院,1061,中華科技大學,碩士在職專班,144,14,11,3,36,29,7
,101,2,私立,技專校院,1062,僑光科技大學,二專(日間),133,2,2,0,7,5,2
,101,2,私立,技專校院,1062,僑光科技大學,二專(進修),47,0,0,0,1,1,0
,101,2,私立,技專校院,1062,僑光科技大學,五專,1084,8,5,3,48,27,21
,101,2,私立,技專校院,1062,僑光科技大學,學士班(日間),5294,46,18,28,155,86,69
,101,2,私立,技專校院,1062,僑光科技大學,學士班(進修),3660,86,44,42,333,167,166
,101,2,私立,技專校院,1062,僑光科技大學,碩士班(日間),73,1,1,0,7,5,2
,101,2,私立,技專校院,1062,僑光科技大學,碩士在職專班,50,6,1,5,6,1,5
,101,2,私立,技專校院,1063,育達科技大學,學士班(日間),4932,355,202,153,535,317,218
,101,2,私立,技專校院,1063,育達科技大學,學士班(進修),2266,190,120,70,536,358,178
,101,2,私立,技專校院,1063,育達科技大學,碩士班(日間),132,4,4,0,16,13,3
,101,2,私立,技專校院,1063,育達科技大學,碩士在職專班,93,3,2,1,10,7,3
,101,2,私立,技專校院,1064,美和科技大學,五專,1990,19,4,15,64,12,52
,101,2,私立,技專校院,1064,美和科技大學,學士班(日間),3627,70,30,40,268,137,131
,101,2,私立,技專校院,1064,美和科技大學,學士班(進修),2264,73,31,42,300,125,175
,101,2,私立,技專校院,1064,美和科技大學,碩士班(日間),73,2,1,1,11,6,5
,101,2,私立,技專校院,1064,美和科技大學,碩士在職專班,70,2,1,1,13,7,6
,101,2,私立,技專校院,1065,吳鳳科技大學,二專(日間),63,3,2,1,12,5,7
,101,2,私立,技專校院,1065,吳鳳科技大學,二專(進修),217,4,3,1,48,32,16
,101,2,私立,技專校院,1065,吳鳳科技大學,五專,2,1,1,0,4,4,0
,101,2,私立,技專校院,1065,吳鳳科技大學,學士班(日間),4220,90,67,23,276,202,74
,101,2,私立,技專校院,1065,吳鳳科技大學,學士班(進修),1070,56,43,13,269,211,58
,101,2,私立,技專校院,1065,吳鳳科技大學,碩士班(日間),54,1,1,0,9,8,1
,101,2,私立,技專校院,1065,吳鳳科技大學,碩士在職專班,79,3,1,2,6,4,2
,101,2,私立,技專校院,1066,環球科技大學,二專(日間),193,5,2,3,43,28,15
,101,2,私立,技專校院,1066,環球科技大學,二專(進修),433,4,3,1,8,6,2
,101,2,私立,技專校院,1066,環球科技大學,學士班(日間),4270,60,33,27,314,178,136
,101,2,私立,技專校院,1066,環球科技大學,學士班(進修),1440,10,9,1,19,16,3
,101,2,私立,技專校院,1066,環球科技大學,碩士班(日間),117,4,1,3,21,11,10
,101,2,私立,技專校院,1066,環球科技大學,碩士在職專班,20,1,1,0,1,1,0
,101,2,私立,技專校院,1068,中州科技大學,二專(日間),1,0,0,0,0,0,0
,101,2,私立,技專校院,1068,中州科技大學,學士班(日間),3946,53,39,14,188,128,60
,101,2,私立,技專校院,1068,中州科技大學,學士班(進修),2017,33,25,8,107,80,27
,101,2,私立,技專校院,1068,中州科技大學,碩士班(日間),119,2,2,0,9,8,1
,101,2,私立,技專校院,1068,中州科技大學,碩士在職專班,20,2,1,1,3,1,2
,101,2,私立,技專校院,1069,修平科技大學,二專(進修),126,4,3,1,47,42,5
,101,2,私立,技專校院,1069,修平科技大學,學士班(日間),5255,136,99,37,406,281,125
,101,2,私立,技專校院,1069,修平科技大學,學士班(進修),1272,60,48,12,283,235,48
,101,2,私立,技專校院,1069,修平科技大學,碩士班(日間),54,4,4,0,13,13,0
,101,2,私立,技專校院,1070,長庚科技大學,五專,2302,13,1,12,22,1,21
,101,2,私立,技專校院,1070,長庚科技大學,學士班(日間),3561,25,2,23,67,7,60
,101,2,私立,技專校院,1070,長庚科技大學,學士班(進修),2091,61,0,61,154,4,150
,101,2,私立,技專校院,1070,長庚科技大學,碩士在職專班,37,3,0,3,6,0,6
,101,2,私立,技專校院,1071,臺北城市科技大學,二專(日間),231,3,3,0,24,14,10
,101,2,私立,技專校院,1071,臺北城市科技大學,二專(進修),230,24,18,6,42,32,10
,101,2,私立,技專校院,1071,臺北城市科技大學,五專,1662,39,25,14,109,85,24
,101,2,私立,技專校院,1071,臺北城市科技大學,學士班(日間),6240,158,102,56,467,333,134
,101,2,私立,技專校院,1071,臺北城市科技大學,學士班(進修),1369,75,63,12,193,149,44
,101,2,私立,技專校院,1071,臺北城市科技大學,碩士班(日間),91,7,7,0,20,17,3
,101,2,私立,技專校院,1072,大華科技大學,二專(日間),4,0,0,0,0,0,0
,101,2,私立,技專校院,1072,大華科技大學,二專(進修),87,0,0,0,0,0,0
,101,2,私立,技專校院,1072,大華科技大學,五專,1472,35,18,17,107,66,41
,101,2,私立,技專校院,1072,大華科技大學,學士班(日間),2154,43,33,10,130,96,34
,101,2,私立,技專校院,1072,大華科技大學,學士班(進修),1340,51,39,12,100,68,32
,101,2,私立,技專校院,1072,大華科技大學,碩士班(日間),24,4,4,0,4,4,0
,101,2,私立,技專校院,1072,大華科技大學,碩士在職專班,15,0,0,0,2,2,0
,101,2,私立,技專校院,1073,醒吾科技大學,二專(日間),61,0,0,0,0,0,0
,101,2,私立,技專校院,1073,醒吾科技大學,二專(進修),6,0,0,0,0,0,0
,101,2,私立,技專校院,1073,醒吾科技大學,五專,1366,18,5,13,48,10,38
,101,2,私立,技專校院,1073,醒吾科技大學,學士班(日間),5190,123,63,60,213,91,122
,101,2,私立,技專校院,1073,醒吾科技大學,學士班(進修),1687,110,77,33,346,231,115
,101,2,私立,技專校院,1073,醒吾科技大學,碩士班(日間),63,2,1,1,5,2,3
,101,2,私立,技專校院,1073,醒吾科技大學,碩士在職專班,17,2,2,0,5,3,2
,101,2,私立,技專校院,1147,文藻外語學院,五專,1722,10,6,4,20,10,10
,101,2,私立,技專校院,1147,文藻外語學院,學士班(日間),5330,55,14,41,98,32,66
,101,2,私立,技專校院,1147,文藻外語學院,學士班(進修),1945,77,29,48,300,121,179
,101,2,私立,技專校院,1147,文藻外語學院,碩士班(日間),86,8,1,7,13,1,12
,101,2,私立,技專校院,1147,文藻外語學院,碩士在職專班,56,7,0,7,14,2,12
,101,2,私立,技專校院,1148,大漢技術學院,二專(進修),164,2,2,0,2,2,0
,101,2,私立,技專校院,1148,大漢技術學院,學士班(日間),1246,18,15,3,87,73,14
,101,2,私立,技專校院,1148,大漢技術學院,學士班(進修),1058,16,12,4,56,42,14
,101,2,私立,技專校院,1148,大漢技術學院,碩士班(日間),35,0,0,0,1,1,0
,101,2,私立,技專校院,1150,慈濟技術學院,五專,1113,4,2,2,20,2,18
,101,2,私立,技專校院,1150,慈濟技術學院,學士班(日間),1220,16,10,6,45,21,24
,101,2,私立,技專校院,1150,慈濟技術學院,學士班(進修),92,4,0,4,30,0,30
,101,2,私立,技專校院,1150,慈濟技術學院,碩士班(日間),17,4,3,1,7,5,2
,101,2,私立,技專校院,1154,永達技術學院,二專(日間),23,2,1,1,2,1,1
,101,2,私立,技專校院,1154,永達技術學院,二專(進修),115,1,0,1,1,0,1
,101,2,私立,技專校院,1154,永達技術學院,五專,159,2,1,1,35,28,7
,101,2,私立,技專校院,1154,永達技術學院,學士班(日間),501,13,11,2,120,98,22
,101,2,私立,技專校院,1154,永達技術學院,學士班(進修),472,16,13,3,45,39,6
,101,2,私立,技專校院,1154,永達技術學院,碩士班(日間),25,0,0,0,0,0,0
,101,2,私立,技專校院,1159,和春技術學院,二專(進修),205,11,10,1,13,11,2
