,學年度,學期,設立別 ,學校類別,學校代碼,學校名稱,學制,學生總人數,學生學期內退學人數,男,女
,103,1,私立,技專校院,1188,大同技術學院,學士班(進修),852,66,31,35
,103,1,私立,技專校院,1189,亞太創意技術學院,二專(日間),0,7,5,2
,103,1,私立,技專校院,1189,亞太創意技術學院,二專(進修),201,3,0,3
,103,1,私立,技專校院,1189,亞太創意技術學院,學士班(日間),1323,123,71,52
,103,1,私立,技專校院,1189,亞太創意技術學院,學士班(進修),217,3,0,3
,103,1,私立,技專校院,1189,亞太創意技術學院,碩士班(日間),61,3,2,1
,103,1,私立,技專校院,1192,臺灣觀光學院,二專(日間),29,21,13,8
,103,1,私立,技專校院,1192,臺灣觀光學院,二專(進修),104,5,2,3
,103,1,私立,技專校院,1192,臺灣觀光學院,五專,191,23,15,8
,103,1,私立,技專校院,1192,臺灣觀光學院,學士班(日間),1200,63,38,25
,103,1,私立,技專校院,1192,臺灣觀光學院,學士班(進修),215,6,4,2
,103,1,私立,技專校院,1192,臺灣觀光學院,碩士班(日間),20,0,0,0
,103,1,私立,技專校院,1197,台北海洋技術學院,二專(日間),337,37,25,12
,103,1,私立,技專校院,1197,台北海洋技術學院,二專(進修),142,19,13,6
,103,1,私立,技專校院,1197,台北海洋技術學院,五專,1404,64,38,26
,103,1,私立,技專校院,1197,台北海洋技術學院,學士班(日間),4229,234,143,91
,103,1,私立,技專校院,1197,台北海洋技術學院,學士班(進修),304,19,14,5
,103,1,私立,技專校院,1281,康寧醫護暨管理專科學校,二專(日間),115,10,4,6
,103,1,私立,技專校院,1281,康寧醫護暨管理專科學校,二專(進修),301,29,7,22
,103,1,私立,技專校院,1281,康寧醫護暨管理專科學校,五專,2811,121,54,67
,103,1,私立,技專校院,1282,馬偕醫護管理專科學校,二專(日間),82,33,9,24
,103,1,私立,技專校院,1282,馬偕醫護管理專科學校,二專(進修),377,19,7,12
,103,1,私立,技專校院,1282,馬偕醫護管理專科學校,五專,3701,98,13,85
,103,1,私立,技專校院,1283,仁德醫護管理專科學校,二專(進修),466,42,16,26
,103,1,私立,技專校院,1283,仁德醫護管理專科學校,五專,5989,197,67,130
,103,1,私立,技專校院,1284,樹人醫護管理專科學校,二專(進修),451,21,14,7
,103,1,私立,技專校院,1284,樹人醫護管理專科學校,五專,6397,240,93,147
,103,1,私立,技專校院,1285,慈惠醫護管理專科學校,二專(日間),160,14,6,8
,103,1,私立,技專校院,1285,慈惠醫護管理專科學校,二專(進修),307,45,22,23
,103,1,私立,技專校院,1285,慈惠醫護管理專科學校,五專,6023,302,107,195
,103,1,私立,技專校院,1286,耕莘健康管理專科學校,二專(日間),0,1,0,1
,103,1,私立,技專校院,1286,耕莘健康管理專科學校,二專(進修),80,3,1,2
,103,1,私立,技專校院,1286,耕莘健康管理專科學校,五專,4906,98,24,74
,103,1,私立,技專校院,1287,敏惠醫護管理專科學校,五專,3875,95,19,76
,103,1,私立,技專校院,1288,高美醫護管理專科學校,二專(進修),198,0,0,0
,103,1,私立,技專校院,1288,高美醫護管理專科學校,五專,652,12,1,11
,103,1,私立,技專校院,1289,育英醫護管理專科學校,五專,2010,45,7,38
,103,1,私立,技專校院,1290,崇仁醫護管理專科學校,二專(日間),0,1,0,1
,103,1,私立,技專校院,1290,崇仁醫護管理專科學校,二專(進修),19,2,1,1
,103,1,私立,技專校院,1290,崇仁醫護管理專科學校,五專,3238,43,11,32
,103,1,私立,技專校院,1291,聖母醫護管理專科學校,五專,3702,154,70,84
,103,1,私立,技專校院,1292,新生醫護管理專科學校,二專(進修),86,1,0,1
,103,1,私立,技專校院,1292,新生醫護管理專科學校,五專,5769,111,15,96
,103,2,公立,一般大學,1,國立政治大學,學士班(日間),9639,35,23,12
,103,2,公立,一般大學,1,國立政治大學,碩士班(日間),3816,89,47,42
,103,2,公立,一般大學,1,國立政治大學,碩士在職專班,1625,45,28,17
,103,2,公立,一般大學,1,國立政治大學,博士班,973,31,19,12
,103,2,公立,一般大學,2,國立清華大學,學士班(日間),6280,32,25,7
,103,2,公立,一般大學,2,國立清華大學,碩士班(日間),3920,37,22,15
,103,2,公立,一般大學,2,國立清華大學,碩士在職專班,305,5,5,0
,103,2,公立,一般大學,2,國立清華大學,博士班,1786,56,43,13
,103,2,公立,一般大學,3,國立臺灣大學,學士班(日間),16505,58,41,17
,103,2,公立,一般大學,3,國立臺灣大學,學士班(進修),9,1,0,1
,103,2,公立,一般大學,3,國立臺灣大學,碩士班(日間),9852,111,67,44
,103,2,公立,一般大學,3,國立臺灣大學,碩士在職專班,1160,18,9,9
,103,2,公立,一般大學,3,國立臺灣大學,博士班,4265,132,98,34
,103,2,公立,一般大學,4,國立臺灣師範大學,學士班(日間),7865,45,30,15
,103,2,公立,一般大學,4,國立臺灣師範大學,碩士班(日間),3939,107,54,53
,103,2,公立,一般大學,4,國立臺灣師範大學,碩士在職專班,1884,78,20,58
,103,2,公立,一般大學,4,國立臺灣師範大學,博士班,1352,38,22,16
,103,2,公立,一般大學,5,國立成功大學,學士班(日間),11436,90,69,21
,103,2,公立,一般大學,5,國立成功大學,碩士班(日間),6500,90,52,38
,103,2,公立,一般大學,5,國立成功大學,碩士在職專班,1267,36,25,11
,103,2,公立,一般大學,5,國立成功大學,博士班,2495,129,96,33
,103,2,公立,一般大學,6,國立中興大學,學士班(日間),8083,52,42,10
,103,2,公立,一般大學,6,國立中興大學,學士班(進修),1046,62,30,32
,103,2,公立,一般大學,6,國立中興大學,碩士班(日間),3362,39,20,19
,103,2,公立,一般大學,6,國立中興大學,碩士在職專班,1644,56,47,9
,103,2,公立,一般大學,6,國立中興大學,博士班,1215,44,34,10
,103,2,公立,一般大學,7,國立交通大學,學士班(日間),5432,40,27,13
,103,2,公立,一般大學,7,國立交通大學,碩士班(日間),5242,58,39,19
,103,2,公立,一般大學,7,國立交通大學,碩士在職專班,1502,74,67,7
,103,2,公立,一般大學,7,國立交通大學,博士班,1965,71,58,13
,103,2,公立,一般大學,8,國立中央大學,學士班(日間),6098,49,41,8
,103,2,公立,一般大學,8,國立中央大學,碩士班(日間),3264,54,37,17
,103,2,公立,一般大學,8,國立中央大學,碩士在職專班,1327,56,45,11
,103,2,公立,一般大學,8,國立中央大學,博士班,1175,50,40,10
,103,2,公立,一般大學,9,國立中山大學,學士班(日間),4655,47,38,9
,103,2,公立,一般大學,9,國立中山大學,碩士班(日間),2923,80,53,27
,103,2,公立,一般大學,9,國立中山大學,碩士在職專班,858,42,29,13
,103,2,公立,一般大學,9,國立中山大學,博士班,908,35,21,14
,103,2,公立,一般大學,12,國立臺灣海洋大學,學士班(日間),5409,31,26,5
,103,2,公立,一般大學,12,國立臺灣海洋大學,學士班(進修),636,26,19,7
,103,2,公立,一般大學,12,國立臺灣海洋大學,碩士班(日間),1430,27,20,7
,103,2,公立,一般大學,12,國立臺灣海洋大學,碩士在職專班,562,15,14,1
,103,2,公立,一般大學,12,國立臺灣海洋大學,博士班,334,8,5,3
,103,2,公立,一般大學,13,國立中正大學,學士班(日間),6631,39,30,9
,103,2,公立,一般大學,13,國立中正大學,碩士班(日間),2873,57,34,23
,103,2,公立,一般大學,13,國立中正大學,碩士在職專班,1709,46,26,20
,103,2,公立,一般大學,13,國立中正大學,博士班,625,18,14,4
,103,2,公立,一般大學,14,國立高雄師範大學,學士班(日間),3433,19,9,10
,103,2,公立,一般大學,14,國立高雄師範大學,碩士班(日間),1428,50,21,29
,103,2,公立,一般大學,14,國立高雄師範大學,碩士在職專班,1286,76,34,42
,103,2,公立,一般大學,14,國立高雄師範大學,博士班,465,7,5,2
,103,2,公立,一般大學,15,國立彰化師範大學,學士班(日間),4858,28,22,6
,103,2,公立,一般大學,15,國立彰化師範大學,碩士班(日間),1527,36,14,22
,103,2,公立,一般大學,15,國立彰化師範大學,碩士在職專班,1235,56,31,25
,103,2,公立,一般大學,15,國立彰化師範大學,博士班,465,8,4,4
,103,2,公立,一般大學,16,國立陽明大學,學士班(日間),2077,3,1,2
,103,2,公立,一般大學,16,國立陽明大學,碩士班(日間),1235,22,11,11
,103,2,公立,一般大學,16,國立陽明大學,碩士在職專班,112,3,2,1
,103,2,公立,一般大學,16,國立陽明大學,博士班,1007,19,11,8
,103,2,公立,一般大學,17,國立臺北大學,學士班(日間),5735,23,13,10
,103,2,公立,一般大學,17,國立臺北大學,學士班(進修),1911,58,36,22
,103,2,公立,一般大學,17,國立臺北大學,碩士班(日間),1312,24,14,10
,103,2,公立,一般大學,17,國立臺北大學,碩士在職專班,470,15,6,9
,103,2,公立,一般大學,17,國立臺北大學,博士班,185,5,4,1
,103,2,公立,一般大學,18,國立嘉義大學,學士班(日間),7864,35,28,7
,103,2,公立,一般大學,18,國立嘉義大學,學士班(進修),2111,83,56,27
,103,2,公立,一般大學,18,國立嘉義大學,碩士班(日間),1576,40,21,19
,103,2,公立,一般大學,18,國立嘉義大學,碩士在職專班,1013,18,6,12
,103,2,公立,一般大學,18,國立嘉義大學,博士班,194,1,0,1
,103,2,公立,一般大學,19,國立高雄大學,學士班(日間),4140,34,27,7
,103,2,公立,一般大學,19,國立高雄大學,學士班(進修),177,6,3,3
,103,2,公立,一般大學,19,國立高雄大學,碩士班(日間),644,16,9,7
,103,2,公立,一般大學,19,國立高雄大學,碩士在職專班,478,13,9,4
,103,2,公立,一般大學,19,國立高雄大學,博士班,15,1,1,0
,103,2,公立,一般大學,20,國立東華大學,學士班(日間),7302,52,35,17
,103,2,公立,一般大學,20,國立東華大學,碩士班(日間),1851,62,36,26
,103,2,公立,一般大學,20,國立東華大學,碩士在職專班,557,22,13,9
,103,2,公立,一般大學,20,國立東華大學,博士班,383,15,9,6
,103,2,公立,一般大學,21,國立暨南國際大學,學士班(日間),4179,59,33,26
,103,2,公立,一般大學,21,國立暨南國際大學,學士班(進修),1,0,0,0
,103,2,公立,一般大學,21,國立暨南國際大學,碩士班(日間),1108,37,18,19
,103,2,公立,一般大學,21,國立暨南國際大學,碩士在職專班,370,7,5,2
,103,2,公立,一般大學,21,國立暨南國際大學,博士班,324,8,7,1
,103,2,公立,一般大學,28,國立臺北藝術大學,五專,86,7,4,3
,103,2,公立,一般大學,28,國立臺北藝術大學,學士班(日間),1700,20,8,12
,103,2,公立,一般大學,28,國立臺北藝術大學,碩士班(日間),935,24,7,17
,103,2,公立,一般大學,28,國立臺北藝術大學,碩士在職專班,140,3,1,2
,103,2,公立,一般大學,28,國立臺北藝術大學,博士班,61,2,0,2
,103,2,公立,一般大學,29,國立臺灣藝術大學,學士班(日間),2280,16,6,10
,103,2,公立,一般大學,29,國立臺灣藝術大學,學士班(進修),1918,28,10,18
,103,2,公立,一般大學,29,國立臺灣藝術大學,碩士班(日間),727,10,5,5
,103,2,公立,一般大學,29,國立臺灣藝術大學,碩士在職專班,397,5,0,5
,103,2,公立,一般大學,29,國立臺灣藝術大學,博士班,81,1,1,0
,103,2,公立,一般大學,30,國立臺東大學,學士班(日間),3480,33,21,12
,103,2,公立,一般大學,30,國立臺東大學,學士班(進修),196,15,8,7
,103,2,公立,一般大學,30,國立臺東大學,碩士班(日間),303,12,6,6
,103,2,公立,一般大學,30,國立臺東大學,碩士在職專班,631,6,4,2
,103,2,公立,一般大學,30,國立臺東大學,博士班,44,1,1,0
,103,2,公立,一般大學,31,國立宜蘭大學,學士班(日間),4275,72,58,14
,103,2,公立,一般大學,31,國立宜蘭大學,學士班(進修),533,35,33,2
,103,2,公立,一般大學,31,國立宜蘭大學,碩士班(日間),534,11,9,2
,103,2,公立,一般大學,31,國立宜蘭大學,碩士在職專班,178,4,3,1
,103,2,公立,一般大學,31,國立宜蘭大學,博士班,13,0,0,0
,103,2,公立,一般大學,32,國立聯合大學,學士班(日間),6069,89,74,15
,103,2,公立,一般大學,32,國立聯合大學,學士班(進修),1452,92,60,32
,103,2,公立,一般大學,32,國立聯合大學,碩士班(日間),466,8,3,5
,103,2,公立,一般大學,32,國立聯合大學,博士班,6,0,0,0
,103,2,公立,一般大學,35,國立臺南藝術大學,五專,163,2,2,0
,103,2,公立,一般大學,35,國立臺南藝術大學,學士班(日間),731,7,3,4
,103,2,公立,一般大學,35,國立臺南藝術大學,學士班(進修),2,0,0,0
,103,2,公立,一般大學,35,國立臺南藝術大學,碩士班(日間),565,22,9,13
,103,2,公立,一般大學,35,國立臺南藝術大學,碩士在職專班,45,1,0,1
,103,2,公立,一般大學,35,國立臺南藝術大學,博士班,48,1,1,0
,103,2,公立,一般大學,36,國立臺南大學,學士班(日間),3858,31,17,14
,103,2,公立,一般大學,36,國立臺南大學,學士班(進修),276,3,1,2
,103,2,公立,一般大學,36,國立臺南大學,碩士班(日間),1069,38,22,16
,103,2,公立,一般大學,36,國立臺南大學,碩士在職專班,708,44,21,23
,103,2,公立,一般大學,36,國立臺南大學,博士班,184,1,0,1
,103,2,公立,一般大學,37,國立臺北教育大學,學士班(日間),3270,19,8,11
,103,2,公立,一般大學,37,國立臺北教育大學,碩士班(日間),1140,27,15,12
,103,2,公立,一般大學,37,國立臺北教育大學,碩士在職專班,1068,40,19,21
,103,2,公立,一般大學,37,國立臺北教育大學,博士班,144,1,1,0
,103,2,公立,一般大學,38,國立新竹教育大學,學士班(日間),2535,20,10,10
,103,2,公立,一般大學,38,國立新竹教育大學,碩士班(日間),788,27,12,15
,103,2,公立,一般大學,38,國立新竹教育大學,碩士在職專班,582,22,7,15
,103,2,公立,一般大學,38,國立新竹教育大學,博士班,80,2,0,2
,103,2,公立,一般大學,39,國立臺中教育大學,學士班(日間),3407,28,17,11
,103,2,公立,一般大學,39,國立臺中教育大學,碩士班(日間),843,14,5,9
,103,2,公立,一般大學,39,國立臺中教育大學,碩士在職專班,705,6,3,3
,103,2,公立,一般大學,39,國立臺中教育大學,博士班,128,2,1,1
,103,2,公立,一般大學,44,國立體育大學,學士班(日間),1497,13,10,3
,103,2,公立,一般大學,44,國立體育大學,學士班(進修),95,4,4,0
,103,2,公立,一般大學,44,國立體育大學,碩士班(日間),319,13,8,5
,103,2,公立,一般大學,44,國立體育大學,碩士在職專班,198,4,1,3
,103,2,公立,一般大學,44,國立體育大學,博士班,131,2,1,1
,103,2,公立,一般大學,48,國立金門大學,學士班(日間),3068,27,17,10
,103,2,公立,一般大學,48,國立金門大學,學士班(進修),796,34,25,9
,103,2,公立,一般大學,48,國立金門大學,碩士班(日間),208,9,5,4
,103,2,公立,一般大學,48,國立金門大學,碩士在職專班,41,1,1,0
,103,2,公立,一般大學,49,國立臺灣體育運動大學,學士班(日間),2416,65,54,11
,103,2,公立,一般大學,49,國立臺灣體育運動大學,學士班(進修),402,19,16,3
,103,2,公立,一般大學,49,國立臺灣體育運動大學,碩士班(日間),275,8,5,3
,103,2,公立,一般大學,49,國立臺灣體育運動大學,碩士在職專班,103,1,1,0
,103,2,公立,一般大學,52,國立屏東大學,學士班(日間),6582,59,29,30
,103,2,公立,一般大學,52,國立屏東大學,學士班(進修),701,38,22,16
,103,2,公立,一般大學,52,國立屏東大學,碩士班(日間),993,52,23,29
,103,2,公立,一般大學,52,國立屏東大學,碩士在職專班,522,17,8,9
,103,2,公立,一般大學,52,國立屏東大學,博士班,53,1,1,0
,103,2,公立,一般大學,3002,臺北市立大學,學士班(日間),4971,88,59,29
,103,2,公立,一般大學,3002,臺北市立大學,碩士班(日間),1233,37,14,23
,103,2,公立,一般大學,3002,臺北市立大學,碩士在職專班,986,16,7,9
,103,2,公立,一般大學,3002,臺北市立大學,博士班,236,5,2,3
,103,2,公立,技專校院,22,國立臺灣科技大學,學士班(日間),5408,42,31,11
,103,2,公立,技專校院,22,國立臺灣科技大學,學士班(進修),40,0,0,0
,103,2,公立,技專校院,22,國立臺灣科技大學,碩士班(日間),3130,43,26,17
